d,open,high,low,close
2023-04-08T17:00:00+07:00,28032.49,28034.68,27994.7,28011.62
2023-04-08T18:00:00+07:00,28011.61,28032.64,27990.57,28016.09
2023-04-08T19:00:00+07:00,28016.09,28032.08,27950,27987.57
2023-04-08T20:00:00+07:00,27987.58,28046.26,27970.08,28020.66
2023-04-08T21:00:00+07:00,28020.66,28057,28010.4,28027.67
2023-04-08T22:00:00+07:00,28027.66,28028.7,27985.38,28014.7
2023-04-08T23:00:00+07:00,28014.71,28020,27995.93,28002.53
2023-04-09T00:00:00+07:00,28002.52,28017.04,27897.26,27935.11
2023-04-09T01:00:00+07:00,27935.11,27955,27872.11,27904.38
2023-04-09T02:00:00+07:00,27904.37,27952.17,27875.96,27924.13
2023-04-09T03:00:00+07:00,27924.13,27955,27911.41,27911.69
2023-04-09T04:00:00+07:00,27911.7,27935.09,27900.44,27929.8
2023-04-09T05:00:00+07:00,27929.8,27951,27885.86,27937.77
2023-04-09T06:00:00+07:00,27937.77,27987.41,27927.71,27938.38
2023-04-09T07:00:00+07:00,27938.38,28075,27924.9,28036.76
2023-04-09T08:00:00+07:00,28036.76,28082.1,28030,28077.78
2023-04-09T09:00:00+07:00,28077.78,28083.45,28031.08,28036.3
2023-04-09T10:00:00+07:00,28036.31,28054.01,28018.63,28027.71
2023-04-09T11:00:00+07:00,28027.71,28041.06,28010,28037.39
2023-04-09T12:00:00+07:00,28037.38,28067.46,27991.43,27999.25
2023-04-09T13:00:00+07:00,27999.25,27999.25,27851,27880.13
2023-04-09T14:00:00+07:00,27880.12,27915.34,27840.51,27903.02
2023-04-09T15:00:00+07:00,27903.01,27922.31,27800,27881.64
2023-04-09T16:00:00+07:00,27881.65,27938.86,27881.64,27898.58
2023-04-09T17:00:00+07:00,27898.59,27914.29,27861.55,27893.22
2023-04-09T18:00:00+07:00,27893.23,27949.99,27866.87,27930.2
2023-04-09T19:00:00+07:00,27930.2,27973.39,27919.4,27930.07
2023-04-09T20:00:00+07:00,27930.07,27930.08,27873.46,27905.62
2023-04-09T21:00:00+07:00,27905.62,27925.01,27800,27866.49
2023-04-09T22:00:00+07:00,27866.48,27918.26,27835.26,27891.91
2023-04-09T23:00:00+07:00,27891.91,27942.55,27890.75,27896.98
2023-04-10T00:00:00+07:00,27896.97,27930.1,27876.68,27906.68
2023-04-10T01:00:00+07:00,27906.67,28050,27906.67,28026.72
2023-04-10T02:00:00+07:00,28027.18,28250,27998.88,28140.4
2023-04-10T03:00:00+07:00,28140.41,28160.67,28094.5,28114.63
2023-04-10T04:00:00+07:00,28114.63,28476.34,28114.63,28437.19
2023-04-10T05:00:00+07:00,28437.2,28530,28360,28371.39
2023-04-10T06:00:00+07:00,28371.38,28429.55,28292.54,28323.76
2023-04-10T07:00:00+07:00,28323.76,28425.43,28285.61,28381.25
2023-04-10T08:00:00+07:00,28381.24,28381.25,28244.18,28304.05
2023-04-10T09:00:00+07:00,28304.04,28350,28271.14,28296
2023-04-10T10:00:00+07:00,28296.01,28319.55,28266.01,28278.45
2023-04-10T11:00:00+07:00,28278.45,28317.61,28212.28,28234.51
2023-04-10T12:00:00+07:00,28234.52,28314.27,28196.61,28282.16
2023-04-10T13:00:00+07:00,28282.17,28305,28253.7,28277.94
2023-04-10T14:00:00+07:00,28277.94,28325.43,28233.8,28284.57
2023-04-10T15:00:00+07:00,28284.57,28375.02,28284.57,28295.16
2023-04-10T16:00:00+07:00,28295.17,28350.02,28275.29,28310.29
2023-04-10T17:00:00+07:00,28310.28,28361.51,28293.67,28331.88
2023-04-10T18:00:00+07:00,28331.88,28369.99,28275.01,28305.6
2023-04-10T19:00:00+07:00,28305.59,28317.81,28255,28277.86
2023-04-10T20:00:00+07:00,28277.85,28297.36,28170,28217.46
2023-04-10T21:00:00+07:00,28217.45,28341.97,28199.3,28305.43
2023-04-10T22:00:00+07:00,28305.42,28575.04,28305.42,28439.38
2023-04-10T23:00:00+07:00,28439.39,29150,28356.51,29036.85
2023-04-11T00:00:00+07:00,29036.85,29380,29000,29160
2023-04-11T01:00:00+07:00,29160,29289.99,29115,29273.14
2023-04-11T02:00:00+07:00,29273.14,29295.46,29057.04,29173.06
2023-04-11T03:00:00+07:00,29173.05,29215.02,29069.1,29115.11
2023-04-11T04:00:00+07:00,29115.11,29278.78,29090.34,29222.34
2023-04-11T05:00:00+07:00,29222.34,29747.01,29222.34,29594
2023-04-11T06:00:00+07:00,29594,29770,29590,29637.34
2023-04-11T07:00:00+07:00,29637.35,29990,29590,29928.86
2023-04-11T08:00:00+07:00,29928.85,30308.23,29754.49,30189.9
2023-04-11T09:00:00+07:00,30189.9,30430,29987.6,30083.01
2023-04-11T10:00:00+07:00,30083.01,30124.12,29936.91,30115.95
2023-04-11T11:00:00+07:00,30115.95,30169.14,30017.37,30109.01
2023-04-11T12:00:00+07:00,30109.01,30147,29800,29883.84
2023-04-11T13:00:00+07:00,29883.84,30087.77,29878.92,30035.78
2023-04-11T14:00:00+07:00,30035.78,30160.53,30035.59,30106.89
2023-04-11T15:00:00+07:00,30106.9,30147.38,30045,30093.9
2023-04-11T16:00:00+07:00,30093.91,30094.01,29974,30052.38
2023-04-11T17:00:00+07:00,30052.38,30144.83,30008.95,30122.5
2023-04-11T18:00:00+07:00,30122.49,30123.91,30050.69,30055.15
2023-04-11T19:00:00+07:00,30055.14,30200.58,30010.41,30098.92
2023-04-11T20:00:00+07:00,30098.92,30250,30073.01,30246.31
2023-04-11T21:00:00+07:00,30246.3,30280,29975,30060.39
2023-04-11T22:00:00+07:00,30060.39,30246.26,30044.65,30194.22
2023-04-11T23:00:00+07:00,30194.23,30263.71,30100,30127.98
2023-04-12T00:00:00+07:00,30127.98,30220,30040,30207.57
2023-04-12T01:00:00+07:00,30207.57,30240,30151.68,30230.24
2023-04-12T02:00:00+07:00,30230.23,30550,30105.01,30130.02
2023-04-12T03:00:00+07:00,30130.02,30173.76,29940,30164.23
2023-04-12T04:00:00+07:00,30164.24,30239.59,30130.23,30189.52
2023-04-12T05:00:00+07:00,30189.51,30272.28,30147.64,30263.75
2023-04-12T06:00:00+07:00,30263.74,30274.19,30160,30200.42
2023-04-12T07:00:00+07:00,30200.43,30350.07,30193.67,30224.78
2023-04-12T08:00:00+07:00,30224.77,30292.44,30122.72,30170.8
2023-04-12T09:00:00+07:00,30170.8,30170.8,29811.82,29916.16
2023-04-12T10:00:00+07:00,29916.16,29989.19,29858.19,29922.04
2023-04-12T11:00:00+07:00,29922.04,29995.35,29887.03,29978.58
2023-04-12T12:00:00+07:00,29978.59,29999.23,29891.46,29920
2023-04-12T13:00:00+07:00,29919.99,29956.81,29850,29932.89
2023-04-12T14:00:00+07:00,29932.88,30070.42,29924.26,29987
2023-04-12T15:00:00+07:00,29986.99,30050.47,29913.71,29914.97
2023-04-12T16:00:00+07:00,29914.97,30007.83,29895.98,30007.68
2023-04-12T17:00:00+07:00,30007.67,30029.37,29978.13,29996.27
2023-04-12T18:00:00+07:00,29996.28,30019.65,29930.95,30016.3
2023-04-12T19:00:00+07:00,30016.31,30486,29919,30157.09
2023-04-12T20:00:00+07:00,30157.09,30340.22,29964,30053.73
2023-04-12T21:00:00+07:00,30053.72,30263.4,30016.95,30024.69
2023-04-12T22:00:00+07:00,30024.69,30066.96,29637.4,29964.02
2023-04-12T23:00:00+07:00,29964.03,30034.99,29915.01,29939.02
2023-04-13T00:00:00+07:00,29939.02,30091.01,29907.14,30023.92
2023-04-13T01:00:00+07:00,30023.93,30057.52,29845.01,29917.26
2023-04-13T02:00:00+07:00,29917.27,29949.76,29760.13,29798.59
2023-04-13T03:00:00+07:00,29798.59,29955,29775.68,29947.47
2023-04-13T04:00:00+07:00,29947.48,29979.74,29900.77,29944.12
2023-04-13T05:00:00+07:00,29944.12,29975.41,29796.21,29841.35
2023-04-13T06:00:00+07:00,29841.35,29939.61,29823.45,29888.07
2023-04-13T07:00:00+07:00,29888.07,30035.28,29854.59,29984.69
2023-04-13T08:00:00+07:00,29984.7,30077.49,29945.64,30065.13
2023-04-13T09:00:00+07:00,30065.13,30200,29997.51,30116.51
2023-04-13T10:00:00+07:00,30116.51,30121.7,30040,30072.17
2023-04-13T11:00:00+07:00,30072.17,30106.16,30041.22,30053.65
2023-04-13T12:00:00+07:00,30053.65,30128.59,30041.48,30105.08
2023-04-13T13:00:00+07:00,30105.08,30116.87,29986.64,30016.54
2023-04-13T14:00:00+07:00,30016.53,30107.1,29982.93,30068.6
2023-04-13T15:00:00+07:00,30068.6,30269,30039,30188.14
2023-04-13T16:00:00+07:00,30188.15,30374.87,30150.5,30204.85
2023-04-13T17:00:00+07:00,30204.85,30244.09,30152,30203.14
2023-04-13T18:00:00+07:00,30203.13,30235,30151,30159.82
2023-04-13T19:00:00+07:00,30159.81,30303.64,30134.16,30272.14
2023-04-13T20:00:00+07:00,30272.13,30328.91,30165.01,30175.75
2023-04-13T21:00:00+07:00,30175.75,30530,30173.94,30435.34
2023-04-13T22:00:00+07:00,30435.33,30595,30300,30441.43
2023-04-13T23:00:00+07:00,30441.43,30476.42,30262.4,30322.37
2023-04-14T00:00:00+07:00,30322.38,30435.48,30283.72,30425.85
2023-04-14T01:00:00+07:00,30425.85,30535.76,30409.78,30440.78
2023-04-14T02:00:00+07:00,30440.79,30440.79,30307.09,30335.13
2023-04-14T03:00:00+07:00,30335.13,30335.14,30205,30251.97
2023-04-14T04:00:00+07:00,30251.96,30328.42,30245.01,30283.7
2023-04-14T05:00:00+07:00,30283.7,30394.7,30283.69,30296.09
2023-04-14T06:00:00+07:00,30296.09,30388.71,30280.11,30373.84
2023-04-14T07:00:00+07:00,30373.84,30799.61,30310.03,30745.73
2023-04-14T08:00:00+07:00,30745.72,30893.79,30682.09,30775.34
2023-04-14T09:00:00+07:00,30775.34,30808.78,30520,30595.8
2023-04-14T10:00:00+07:00,30595.8,30738.64,30549.33,30690.88
2023-04-14T11:00:00+07:00,30690.89,30754.05,30674.53,30708.82
2023-04-14T12:00:00+07:00,30708.82,30836.54,30698.25,30796.28
2023-04-14T13:00:00+07:00,30796.27,31000,30714.5,30942.87
2023-04-14T14:00:00+07:00,30942.86,30963.69,30725.01,30733.72
2023-04-14T15:00:00+07:00,30733.73,30788.47,30657.14,30730.22
2023-04-14T16:00:00+07:00,30730.22,30798.29,30700,30794.16
2023-04-14T17:00:00+07:00,30794.16,30827.27,30758.89,30766.01
2023-04-14T18:00:00+07:00,30766.01,30806.7,30727.63,30801.89
2023-04-14T19:00:00+07:00,30801.89,30850,30575,30616.98
2023-04-14T20:00:00+07:00,30616.98,30749.58,30610.03,30721.54
2023-04-14T21:00:00+07:00,30721.54,30757.6,30483.21,30599.89
2023-04-14T22:00:00+07:00,30599.89,30629,30101,30237.89
2023-04-14T23:00:00+07:00,30237.88,30269.41,29966,30147.49
2023-04-15T00:00:00+07:00,30147.49,30282.08,30131,30276.62
2023-04-15T01:00:00+07:00,30276.62,30357.8,30243.22,30277.1
2023-04-15T02:00:00+07:00,30277.11,30346.99,30200.76,30324.09
2023-04-15T03:00:00+07:00,30324.09,30522.07,30272.25,30448.82
2023-04-15T04:00:00+07:00,30448.82,30510.15,30393.26,30454.09
2023-04-15T05:00:00+07:00,30454.09,30454.09,30410.96,30435.34
2023-04-15T06:00:00+07:00,30435.33,30481.87,30370.52,30466.93
2023-04-15T07:00:00+07:00,30466.93,30595.6,30372.48,30372.48
2023-04-15T08:00:00+07:00,30372.48,30399,30278.08,30370.01
2023-04-15T09:00:00+07:00,30370.01,30441.17,30346.4,30380
2023-04-15T10:00:00+07:00,30380,30421.94,30362.62,30376.14
2023-04-15T11:00:00+07:00,30376.13,30394.5,30337.97,30356.11
2023-04-15T12:00:00+07:00,30356.1,30434.83,30352.52,30427.05
2023-04-15T13:00:00+07:00,30427.05,30436.46,30363.23,30390.99
2023-04-15T14:00:00+07:00,30390.99,30467.92,30389.35,30433.3
2023-04-15T15:00:00+07:00,30433.29,30456.73,30364.7,30385.12
2023-04-15T16:00:00+07:00,30385.13,30464.9,30385.12,30459.94
2023-04-15T17:00:00+07:00,30459.94,30470,30373.41,30417.07
2023-04-15T18:00:00+07:00,30417.06,30439.7,30365.56,30385.3
2023-04-15T19:00:00+07:00,30385.31,30444,30377.38,30423.28
2023-04-15T20:00:00+07:00,30423.29,30442.66,30285,30335.19
2023-04-15T21:00:00+07:00,30335.19,30376.95,30302.24,30359.39
2023-04-15T22:00:00+07:00,30359.38,30420,30323.41,30325.27
2023-04-15T23:00:00+07:00,30325.27,30339.35,30261.95,30319.98
2023-04-16T00:00:00+07:00,30319.98,30319.99,30202,30246.21
2023-04-16T01:00:00+07:00,30246.22,30301.72,30244.75,30300.77
2023-04-16T02:00:00+07:00,30300.76,30331.75,30226.72,30331.74
2023-04-16T03:00:00+07:00,30331.74,30344.84,30261.33,30280.65
2023-04-16T04:00:00+07:00,30280.65,30308.76,30239.86,30263.77
2023-04-16T05:00:00+07:00,30263.77,30360.19,30236.39,30350.98
2023-04-16T06:00:00+07:00,30350.99,30359.92,30282.35,30295.09
2023-04-16T07:00:00+07:00,30295.1,30319.04,30270.11,30277.54
2023-04-16T08:00:00+07:00,30277.53,30277.54,30120,30236.95
2023-04-16T09:00:00+07:00,30236.96,30284.78,30224.43,30264.2
2023-04-16T10:00:00+07:00,30264.2,30269.33,30229.34,30249.37
2023-04-16T11:00:00+07:00,30249.36,30316,30245.82,30298.52
2023-04-16T12:00:00+07:00,30298.53,30340.06,30295.97,30306.32
2023-04-16T13:00:00+07:00,30306.32,30347.38,30302.68,30306.07
2023-04-16T14:00:00+07:00,30306.06,30399.4,30300,30344.97
2023-04-16T15:00:00+07:00,30344.97,30353.96,30328.01,30337.4
2023-04-16T16:00:00+07:00,30337.4,30337.41,30254.99,30279.34
2023-04-16T17:00:00+07:00,30279.34,30290.16,30257.21,30290.15
2023-04-16T18:00:00+07:00,30290.15,30321.6,30220.4,30226.45
2023-04-16T19:00:00+07:00,30226.46,30277.38,30219.71,30260
2023-04-16T20:00:00+07:00,30260.01,30260.01,30160.4,30249.99
2023-04-16T21:00:00+07:00,30249.99,30320,30245.01,30311.83
2023-04-16T22:00:00+07:00,30311.83,30362,30300,30332.98
2023-04-16T23:00:00+07:00,30332.98,30335,30259.69,30335
2023-04-17T00:00:00+07:00,30335,30379.62,30300,30300
2023-04-17T01:00:00+07:00,30300,30480,30298.87,30478.43
2023-04-17T02:00:00+07:00,30478.43,30549.99,30281.69,30309.06
2023-04-17T03:00:00+07:00,30309.05,30407.98,30192,30343.04
2023-04-17T04:00:00+07:00,30343.04,30390,30267.31,30385.62
2023-04-17T05:00:00+07:00,30385.61,30404.82,30300.72,30331.04
2023-04-17T06:00:00+07:00,30331.03,30349.65,30245,30304.65
2023-04-17T07:00:00+07:00,30304.66,30316.06,29790.01,29842.86
2023-04-17T08:00:00+07:00,29842.86,29993.89,29740.64,29946.22
2023-04-17T09:00:00+07:00,29946.22,30101.31,29890.57,30020
2023-04-17T10:00:00+07:00,30020,30040.64,29950,29982.8
2023-04-17T11:00:00+07:00,29982.8,29985.27,29909.17,29981.18
2023-04-17T12:00:00+07:00,29981.18,30007.56,29930.99,29997.89
2023-04-17T13:00:00+07:00,29997.9,30004.33,29888,29901.28
2023-04-17T14:00:00+07:00,29901.27,29940,29832,29838.3
2023-04-17T15:00:00+07:00,29838.3,29919.15,29801,29918.1
2023-04-17T16:00:00+07:00,29918.1,29922.5,29845.95,29876.97
2023-04-17T17:00:00+07:00,29876.96,29888.88,29764.28,29884.66
2023-04-17T18:00:00+07:00,29884.67,29889.16,29366,29570.81
2023-04-17T19:00:00+07:00,29570.8,29593.14,29442.91,29529.85
2023-04-17T20:00:00+07:00,29529.86,29536.51,29250,29402.2
2023-04-17T21:00:00+07:00,29402.2,29481.96,29356.75,29440.42
2023-04-17T22:00:00+07:00,29440.41,29464.06,29240.65,29358.31
2023-04-17T23:00:00+07:00,29358.3,29480,29330.85,29464.43
2023-04-18T00:00:00+07:00,29464.42,29527.26,29447.63,29462.67
2023-04-18T01:00:00+07:00,29462.67,29572,29458.09,29524.97
2023-04-18T02:00:00+07:00,29524.96,29580.17,29458,29467.24
2023-04-18T03:00:00+07:00,29467.25,29492.8,29421.11,29443.75
2023-04-18T04:00:00+07:00,29443.75,29471.97,29391.92,29452.22
2023-04-18T05:00:00+07:00,29452.22,29536.93,29452.21,29502.28
2023-04-18T06:00:00+07:00,29502.28,29510.6,29396.88,29430.27
2023-04-18T07:00:00+07:00,29430.27,29450.29,29280.01,29364.16
2023-04-18T08:00:00+07:00,29364.16,29414.28,29096.78,29373.53
2023-04-18T09:00:00+07:00,29373.53,29489.47,29373.52,29465.84
2023-04-18T10:00:00+07:00,29465.83,29500,29442.54,29446.99
2023-04-18T11:00:00+07:00,29447,29506.76,29442.56,29494.69
2023-04-18T12:00:00+07:00,29494.7,29593.39,29494.69,29542.14
2023-04-18T13:00:00+07:00,29542.15,29740,29542.14,29720.98
2023-04-18T14:00:00+07:00,29720.98,29803,29672.87,29775.62
2023-04-18T15:00:00+07:00,29775.61,29831,29693.1,29703.89
2023-04-18T16:00:00+07:00,29703.89,29939.99,29700,29897.68
2023-04-18T17:00:00+07:00,29897.69,29971.71,29868.03,29899.26
2023-04-18T18:00:00+07:00,29899.26,30381.68,29888.9,30380.59
2023-04-18T19:00:00+07:00,30380.59,30485,30279.8,30303.14
2023-04-18T20:00:00+07:00,30303.14,30433.18,30282.63,30381.31
2023-04-18T21:00:00+07:00,30381.32,30390.96,30118.41,30247.81
2023-04-18T22:00:00+07:00,30247.81,30284.78,30099.37,30184.86
2023-04-18T23:00:00+07:00,30184.85,30262.3,30158.33,30220.85
2023-04-19T00:00:00+07:00,30220.85,30262.86,30014.14,30025.51
2023-04-19T01:00:00+07:00,30025.51,30274.21,29945.58,30144.5
2023-04-19T02:00:00+07:00,30144.5,30236.9,30100,30221.52
2023-04-19T03:00:00+07:00,30221.53,30450,30150,30419.12
2023-04-19T04:00:00+07:00,30419.12,30442.73,30278.79,30371.69
2023-04-19T05:00:00+07:00,30371.68,30404.19,30295.23,30370.86
2023-04-19T06:00:00+07:00,30370.85,30408.44,30305.66,30380.01
2023-04-19T07:00:00+07:00,30380.01,30413.53,30282.95,30319.25
2023-04-19T08:00:00+07:00,30319.25,30348.28,30223.12,30233.42
2023-04-19T09:00:00+07:00,30233.42,30259.4,30126,30200.63
2023-04-19T10:00:00+07:00,30200.63,30277.32,30172.59,30211.23
2023-04-19T11:00:00+07:00,30211.23,30237.69,30148,30202.57
2023-04-19T12:00:00+07:00,30202.57,30325.51,30177.66,30268.27
2023-04-19T13:00:00+07:00,30268.28,30272.77,30006,30008.13
2023-04-19T14:00:00+07:00,30008.13,30124.21,29980,30077.76
2023-04-19T15:00:00+07:00,30077.76,30077.76,29000,29168.47
2023-04-19T16:00:00+07:00,29168.47,29327.21,29040,29200.57
2023-04-19T17:00:00+07:00,29200.58,29286.64,29100,29257.26
2023-04-19T18:00:00+07:00,29257.26,29333,29235.53,29310.65
2023-04-19T19:00:00+07:00,29310.64,29310.65,29185,29218.66
2023-04-19T20:00:00+07:00,29218.66,29333,29181.65,29333
2023-04-19T21:00:00+07:00,29333,29500,29330.66,29393.46
2023-04-19T22:00:00+07:00,29393.46,29428.9,29100,29260.44
2023-04-19T23:00:00+07:00,29260.43,29370,29240.01,29315.24
2023-04-20T00:00:00+07:00,29315.24,29325.73,29080,29318.14
2023-04-20T01:00:00+07:00,29318.14,29354.3,29220.01,29277.45
2023-04-20T02:00:00+07:00,29277.46,29344.59,29200,29227.07
2023-04-20T03:00:00+07:00,29227.06,29315.61,29147.27,29237.71
2023-04-20T04:00:00+07:00,29237.71,29240.15,28813.88,29170
2023-04-20T05:00:00+07:00,29169.99,29237.29,29036.95,29076.2
2023-04-20T06:00:00+07:00,29076.2,29088.18,28520,28797.1
2023-04-20T07:00:00+07:00,28797.1,28965.99,28650.58,28920.01
2023-04-20T08:00:00+07:00,28920.01,29000,28838.47,28934.07
2023-04-20T09:00:00+07:00,28934.07,28958.06,28716.08,28742.57
2023-04-20T10:00:00+07:00,28742.58,28883.3,28549,28862.52
2023-04-20T11:00:00+07:00,28862.51,28956.19,28845.71,28867.52
2023-04-20T12:00:00+07:00,28867.52,28945,28818.8,28893.52
2023-04-20T13:00:00+07:00,28893.53,29088.3,28893.52,28925.58
2023-04-20T14:00:00+07:00,28925.58,28947.16,28852.17,28869.66
2023-04-20T15:00:00+07:00,28869.66,28951,28729,28826.6
2023-04-20T16:00:00+07:00,28826.61,28909.86,28822.13,28866
2023-04-20T17:00:00+07:00,28866,28906.5,28778.57,28855.22
2023-04-20T18:00:00+07:00,28855.23,28860.23,28590,28607.13
2023-04-20T19:00:00+07:00,28607.12,28978.69,28334,28893
2023-04-20T20:00:00+07:00,28892.99,28898.57,28715.92,28820.08
2023-04-20T21:00:00+07:00,28820.07,28875.47,28676,28719.71
2023-04-20T22:00:00+07:00,28719.72,28734.93,28440.66,28506.69
2023-04-20T23:00:00+07:00,28506.7,28658.81,28260,28442.56
2023-04-21T00:00:00+07:00,28442.56,28607.54,28351.86,28452.2
2023-04-21T01:00:00+07:00,28452.21,28526.93,28280.96,28360.49
2023-04-21T02:00:00+07:00,28360.48,28361.83,28010,28104.38
2023-04-21T03:00:00+07:00,28104.38,28321.69,28012,28204.56
2023-04-21T04:00:00+07:00,28204.57,28286.4,28160,28230.4
2023-04-21T05:00:00+07:00,28230.41,28365.5,28177.42,28249.1
2023-04-21T06:00:00+07:00,28249.1,28318.65,28183.97,28243.65
2023-04-21T07:00:00+07:00,28243.65,28374.02,28090,28291.26
2023-04-21T08:00:00+07:00,28291.25,28320.25,28192.08,28200.91
2023-04-21T09:00:00+07:00,28200.91,28248.46,28136.63,28247.5
2023-04-21T10:00:00+07:00,28247.49,28333.6,28239.99,28321.41
2023-04-21T11:00:00+07:00,28321.42,28348,28226.38,28236.16
2023-04-21T12:00:00+07:00,28236.15,28257.7,28154.73,28158.21
2023-04-21T13:00:00+07:00,28158.22,28216.1,27815.89,27916.88
2023-04-21T14:00:00+07:00,27916.87,28173.94,27839.31,28155.03
2023-04-21T15:00:00+07:00,28155.02,28237.3,28015.71,28071.9
2023-04-21T16:00:00+07:00,28071.89,28112.5,27967.09,28060.85
2023-04-21T17:00:00+07:00,28060.85,28152.62,27936.8,28001.96
2023-04-21T18:00:00+07:00,28001.96,28093.55,27919.69,28066.21
2023-04-21T19:00:00+07:00,28066.22,28230.43,27962.65,28218.64
2023-04-21T20:00:00+07:00,28218.65,28308.45,28091.99,28113.44
2023-04-21T21:00:00+07:00,28113.44,28225.93,28034.64,28060.86
2023-04-21T22:00:00+07:00,28060.87,28139.62,27985.45,28040.7
2023-04-21T23:00:00+07:00,28040.7,28090.54,27951.9,28042.71
2023-04-22T00:00:00+07:00,28042.71,28057.67,27777.01,27901.63
2023-04-22T01:00:00+07:00,27901.64,27989.68,27712.75,27783.96
2023-04-22T02:00:00+07:00,27783.97,27801,27184.54,27279.91
2023-04-22T03:00:00+07:00,27279.9,27409.62,27166,27270.88
2023-04-22T04:00:00+07:00,27270.87,27377.29,27233.63,27279.99
2023-04-22T05:00:00+07:00,27279.99,27351.29,27125,27266.08
2023-04-22T06:00:00+07:00,27266.07,27341.63,27199.39,27262.84
2023-04-22T07:00:00+07:00,27262.84,27331.99,27217.16,27225.08
2023-04-22T08:00:00+07:00,27225.07,27310,27140.35,27291.67
2023-04-22T09:00:00+07:00,27291.66,27321.69,27233.71,27241.52
2023-04-22T10:00:00+07:00,27241.53,27367.77,27235.89,27322.16
2023-04-22T11:00:00+07:00,27322.15,27371.01,27303,27347.99
2023-04-22T12:00:00+07:00,27347.98,27397.63,27308,27397.63
2023-04-22T13:00:00+07:00,27397.62,27397.63,27303.27,27346.5
2023-04-22T14:00:00+07:00,27346.51,27351.94,27225,27277.76
2023-04-22T15:00:00+07:00,27277.75,27308.07,27188,27211.42
2023-04-22T16:00:00+07:00,27211.42,27271.67,27211.41,27239.06
2023-04-22T17:00:00+07:00,27239.07,27267.99,27184.24,27250.04
2023-04-22T18:00:00+07:00,27250.05,27324.58,27238.85,27286.65
2023-04-22T19:00:00+07:00,27286.65,27359.06,27283.18,27338.04
2023-04-22T20:00:00+07:00,27338.05,27358.41,27231,27254.99
2023-04-22T21:00:00+07:00,27255,27497.99,27244.56,27476.09
2023-04-22T22:00:00+07:00,27476.1,27562.17,27382.07,27488.93
2023-04-22T23:00:00+07:00,27488.93,27696,27484.63,27586.57
2023-04-23T00:00:00+07:00,27586.56,27804.38,27567.6,27668.63
2023-04-23T01:00:00+07:00,27668.62,27676.64,27523.67,27601.29
2023-04-23T02:00:00+07:00,27601.3,27658.52,27586.32,27622.61
2023-04-23T03:00:00+07:00,27622.61,27700.07,27622.61,27634.45
2023-04-23T04:00:00+07:00,27634.45,27669.09,27566.91,27669.09
2023-04-23T05:00:00+07:00,27669.09,27875.06,27650.63,27853.28
2023-04-23T06:00:00+07:00,27853.28,27882.72,27800.8,27816.85
2023-04-23T07:00:00+07:00,27816.85,27816.85,27415.56,27541.8
2023-04-23T08:00:00+07:00,27541.79,27661.97,27477.03,27551.15
2023-04-23T09:00:00+07:00,27551.14,27600,27483.68,27592.02
2023-04-23T10:00:00+07:00,27592.02,27643.57,27533.76,27557.84
2023-04-23T11:00:00+07:00,27557.83,27627.44,27547.04,27605.82
2023-04-23T12:00:00+07:00,27605.82,27620.18,27531.85,27585.14
2023-04-23T13:00:00+07:00,27585.13,27624.95,27555.7,27588.14
2023-04-23T14:00:00+07:00,27588.15,27751.47,27550.83,27718.9
2023-04-23T15:00:00+07:00,27718.89,27777,27669.27,27710.51
2023-04-23T16:00:00+07:00,27710.51,27724.49,27587.09,27628.95
2023-04-23T17:00:00+07:00,27628.95,27642.89,27482.79,27527.61
2023-04-23T18:00:00+07:00,27527.61,27648.43,27508.57,27642.9
2023-04-23T19:00:00+07:00,27642.89,27735.25,27589.44,27605.99
2023-04-23T20:00:00+07:00,27605.99,27663.08,27572.55,27630.76
2023-04-23T21:00:00+07:00,27630.76,27680.03,27500,27552.51
2023-04-23T22:00:00+07:00,27552.51,27576.92,27311.25,27474.47
2023-04-23T23:00:00+07:00,27474.47,27689.83,27368.72,27584.42
2023-04-24T00:00:00+07:00,27584.43,27632.31,27479.83,27512.97
2023-04-24T01:00:00+07:00,27512.97,27543.49,27330,27455.7
2023-04-24T02:00:00+07:00,27455.69,27526.81,27411.93,27465.77
2023-04-24T03:00:00+07:00,27465.78,27546.83,27402.88,27504.62
2023-04-24T04:00:00+07:00,27504.62,27552.76,27490,27517.83
2023-04-24T05:00:00+07:00,27517.83,27642.03,27423.46,27591.73
2023-04-24T06:00:00+07:00,27591.73,27650.28,27543.47,27590.6
2023-04-24T07:00:00+07:00,27590.59,27871.69,27427.3,27807.49
2023-04-24T08:00:00+07:00,27807.5,28000,27685,27752.48
2023-04-24T09:00:00+07:00,27752.47,27827.53,27670.28,27745.17
2023-04-24T10:00:00+07:00,27745.17,27791.91,27677.12,27790.48
2023-04-24T11:00:00+07:00,27790.49,27800,27696.12,27702.34
2023-04-24T12:00:00+07:00,27702.33,27758.48,27633.17,27654.83
2023-04-24T13:00:00+07:00,27654.83,27703.85,27466.75,27546.68
2023-04-24T14:00:00+07:00,27546.69,27546.69,27350,27451.97
2023-04-24T15:00:00+07:00,27451.98,27519.74,27157.14,27185.75
2023-04-24T16:00:00+07:00,27185.74,27373.21,27167.1,27313.1
2023-04-24T17:00:00+07:00,27313.1,27436.13,27307.66,27418.91
2023-04-24T18:00:00+07:00,27418.91,27553.24,27378.42,27550.84
2023-04-24T19:00:00+07:00,27550.83,27580,27425.95,27443.85
