time,open,high,low,close,Buy4,Sell4,LONG,SHORT,buy atr,Sell ATR,Volume,ADX Trên Threshold,ADX Dưới Threshold,Ngưỡng Threshold,RROF Smooth,Signal Line,Buy4,Sell4,buy atr,Sell ATR
2024-03-24T11:00:00+07:00,0.012968,0.013226,0.012648,0.012972,0,0,0,0,0,0,9185789297,NaN,-8.192501124492331,0,-12.10071095444532,-0.5637227209327033,0,0,0,0
2024-03-24T15:00:00+07:00,0.012972,0.013595,0.012881,0.013488,0,0,0,0,0,0,9244340421,NaN,-8.856043935524713,0,-13.266091124100784,-6.468686945508204,0,0,0,0
2024-03-24T19:00:00+07:00,0.01349,0.013821,0.0131,0.01367,0,0,0,0,0,0,10348499791,NaN,-9.700341007424317,0,-9.917782837029735,-9.223253138969666,0,0,0,0
2024-03-24T23:00:00+07:00,0.013671,0.013761,0.013125,0.01362,0,0,0,0,0,0,6911974167,NaN,-10.484331145616807,0,-5.7962692035876,-9.062986566659962,0,0,0,0
2024-03-25T03:00:00+07:00,0.013619,0.01449,0.013508,0.014209,0,0,1,0,0,0,8293580168,NaN,-11.084684351774468,0,2.2509804409929046,-5.354427754874798,0,0,0,0
2024-03-25T07:00:00+07:00,0.01421,0.01444,0.0137,0.01408,0,0,0,0,0,0,8449455152,NaN,-11.642155186063723,0,8.409588611451035,0.03742669415358222,0,0,0,0
2024-03-25T11:00:00+07:00,0.014077,0.01422,0.01333,0.013459,0,0,0,0,0,0,7115535176,NaN,-12.581230557566984,0,7.628931844352479,3.801708916422688,0,0,0,0
2024-03-25T15:00:00+07:00,0.013459,0.013858,0.0134,0.013488,0,0,0,0,0,0,6339947763,NaN,-13.453229116820012,0,4.862968729750437,5.251001902594227,0,0,0,0
2024-03-25T19:00:00+07:00,0.013487,0.014221,0.013,0.013982,0,0,0,0,0,0,13960104886,NaN,-13.826573183021559,0,8.098401045970125,6.793388889720319,0,0,0,0
2024-03-25T23:00:00+07:00,0.013983,0.015297,0.013855,0.014345,0,0,0,0,0,0,12792842830,NaN,-13.870049197943679,0,12.89816569020409,9.009386074953882,0,0,0,0
2024-03-26T03:00:00+07:00,0.014346,0.014492,0.013964,0.014105,0,0,0,0,0,0,4834263684,NaN,-13.910419783228505,0,13.07742112992332,10.57532272347978,0,0,0,0
2024-03-26T07:00:00+07:00,0.014106,0.01488,0.013971,0.014577,0,0,0,0,0,0,6654588956,NaN,-13.55005425007078,0,16.60986601146959,13.007552164622947,0,0,0,0
2024-03-26T11:00:00+07:00,0.014576,0.014821,0.014198,0.014373,0,0,0,0,0,0,6177457466,NaN,-13.215429112138606,0,16.894040230419897,14.93577740094174,0,0,0,0
2024-03-26T15:00:00+07:00,0.014373,0.014599,0.014093,0.014183,0,0,0,0,0,0,6187173269,NaN,-13.063741731773726,0,13.380081175387895,14.890611518871905,0,0,0,0
