time,open,high,low,close,ADX Trên Threshold,ADX Dưới Threshold,Ngưỡng Threshold,RROF Smooth,Signal Line,Buy4,Sell4,RSI,RSI Fast MA,RSI Slow MA,Histogram,MACD,Signal
2024-01-01T16:00:00+07:00,0.0012993,0.0013013,0.0012932,0.0012981,NaN,NaN,0,NaN,NaN,0,0,48.926462595190316,NaN,NaN,NaN,NaN,NaN
2024-01-01T16:30:00+07:00,0.0012981,0.0013096,0.0012981,0.0013096,NaN,NaN,0,NaN,NaN,0,0,55.76323795718629,NaN,NaN,NaN,NaN,NaN
2024-01-01T17:00:00+07:00,0.0013095,0.0013162,0.0013094,0.0013134,NaN,NaN,0,NaN,NaN,0,0,57.77464126213958,NaN,NaN,NaN,NaN,NaN
2024-01-01T17:30:00+07:00,0.0013135,0.0013164,0.0013135,0.0013153,NaN,NaN,0,NaN,NaN,0,0,58.78375232504418,NaN,NaN,NaN,NaN,NaN
2024-01-01T18:00:00+07:00,0.0013154,0.0013178,0.001314,0.0013161,NaN,NaN,0,71.33106760737878,NaN,0,0,59.2256017048725,52.882215562313135,NaN,NaN,NaN,NaN
2024-01-01T18:30:00+07:00,0.0013161,0.0013195,0.001315,0.001318,NaN,NaN,0,79.54313795507319,NaN,0,0,60.31376481243712,54.36852541233793,NaN,NaN,NaN,NaN
2024-01-01T19:00:00+07:00,0.0013181,0.0013204,0.001316,0.0013188,NaN,NaN,0,85.28750394409732,NaN,0,0,60.788272747477315,55.652474879365805,NaN,NaN,NaN,NaN
2024-01-01T19:30:00+07:00,0.0013187,0.0013277,0.0013186,0.0013204,NaN,NaN,0,88.45252160514933,NaN,0,0,61.772718238773926,56.87652355124743,NaN,NaN,0.000009358154518338989,NaN
2024-01-01T20:00:00+07:00,0.0013204,0.0013318,0.0013176,0.0013291,NaN,NaN,0,90.36420523611896,86.12739786340062,0,0,66.67235890143348,58.83569062128464,NaN,NaN,0.000010145920358384155,NaN
2024-01-01T20:30:00+07:00,0.0013289,0.0013327,0.0013248,0.0013296,NaN,-11.066349793288818,0,91.81764340024665,89.06804990696166,0,0,66.93465947927596,60.45548439288291,NaN,NaN,0.000010687378832967926,NaN
2024-01-01T21:00:00+07:00,0.0013295,0.0013307,0.001316,0.0013211,NaN,-11.180193576031511,0,75.95752691467366,85.35622473580719,0,0,58.504809499134126,60.06534941413315,NaN,NaN,0.000010311742266525415,NaN
2024-01-01T21:30:00+07:00,0.0013211,0.0013264,0.0013164,0.0013188,NaN,-11.285905660006868,0,56.67348681090615,75.45542693275685,0,0,56.43370990943237,59.339021513192996,NaN,NaN,0.000009716451597471766,NaN
2024-01-01T22:00:00+07:00,0.0013186,0.0013269,0.0013159,0.0013263,NaN,-11.384066880841129,0,46.54831675022875,64.08717358502676,0,0,61.25085421831734,59.72138805421787,NaN,NaN,0.000009737617579295976,NaN
2024-01-01T22:30:00+07:00,0.0013264,0.0013353,0.001324,0.0013344,NaN,-10.605441092791128,0,43.21663928924029,54.40197474062859,0,0,65.66624206234454,60.9103588558432,NaN,NaN,0.000010289384458739064,NaN
2024-01-01T23:00:00+07:00,0.0013347,0.0013434,0.0013278,0.0013367,NaN,-9.202720347122842,0,42.747890524073746,47.7036973709668,0,0,66.8223023177236,62.09274754821928,NaN,NaN,0.00001078789828783274,NaN
2024-01-01T23:30:00+07:00,0.0013368,0.0013417,0.0013346,0.0013361,NaN,-7.90019394043086,0,42.051611707886146,44.044643920987355,0,0,66.19612148215177,62.91342233500578,NaN,7.807564920183513e-7,0.000011007669540965149,0.000010226913048946798
2024-01-02T00:00:00+07:00,0.0013361,0.0013397,0.0013344,0.0013386,NaN,-6.725142773709532,0,44.2560524109413,43.38079838581211,0,0,67.56017159802158,63.84277218760894,NaN,8.215428949195301e-7,0.00001125384166759621,0.00001043229877267668
2024-01-02T00:30:00+07:00,0.0013385,0.0013413,0.0013358,0.0013398,NaN,-5.4913532473825555,0,49.09559550034011,45.15796284043413,0,0,68.22300224211932,64.71881819851102,NaN,7.855123060283086e-7,0.000011414189155212065,0.000010628676849183757
2024-01-02T01:00:00+07:00,0.0013399,0.0013536,0.0013399,0.0013519,NaN,-3.428333665661679,0,55.97295892790841,49.057763187571496,0,0,73.99329849682982,66.57371425817477,NaN,0.0000013970452920557965,0.000012374983464253503,0.000010977938172197706
2024-01-02T01:30:00+07:00,0.001352,0.0013534,0.0013465,0.0013487,NaN,-1.5126726254922929,0,56.91526255587731,52.421243434787286,0,0,70.35475163038292,67.3299217326164,NaN,0.0000014028066065890784,0.000012731446430434053,0.000011328639823844975
