time,open,high,low,close,Buy4,Sell4,ADX Trên Threshold,ADX Dưới Threshold,Ngưỡng Threshold,RROF Smooth,Signal Line,Mua4 khung lớn,SELL4 khung lớn
2025-04-28T07:00:00+07:00,93697,93748.8,93618.6,93624,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:05:00+07:00,93624,93660.2,93277.1,93393.3,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:10:00+07:00,93393.4,93394.2,93225.1,93368.9,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:15:00+07:00,93368.9,93497.2,93345.4,93479.4,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:20:00+07:00,93479.3,93542,93289.8,93411.9,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:25:00+07:00,93411.8,93538.7,93381.1,93538.7,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:30:00+07:00,93538.7,93758.9,93493.5,93625.9,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:35:00+07:00,93626,93693.1,93560.9,93625.4,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:40:00+07:00,93625.4,93656.3,93543,93557.9,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:45:00+07:00,93557.9,93603.4,93444.6,93451.6,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:50:00+07:00,93451.5,93459.2,93394.4,93394.4,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T07:55:00+07:00,93394,93422.5,93327.2,93373.6,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:00:00+07:00,93373.7,93546.4,93321,93504.2,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:05:00+07:00,93504.2,93519.2,93200,93288.4,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:10:00+07:00,93288.5,93320.6,93139,93289.9,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:15:00+07:00,93290,93294.2,93128.1,93187,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:20:00+07:00,93187.1,93188.2,92918.3,92950,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:25:00+07:00,92950.1,93108.8,92944.1,92995.3,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:30:00+07:00,92995.3,93049.6,92833.6,92839,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:35:00+07:00,92839,92986.7,92700,92923.3,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:40:00+07:00,92923.3,93000,92750,92856.2,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:45:00+07:00,92856.3,92983.2,92809.8,92856,0,0,NaN,NaN,0,NaN,NaN,0,0
2025-04-28T08:50:00+07:00,92856,92911,92799,92820.5,0,0,NaN,NaN,0,-16.4085436432458,NaN,0,0
2025-04-28T08:55:00+07:00,92820.6,92909.4,92750,92898.2,0,0,NaN,NaN,0,-10.93651253500055,NaN,0,0
2025-04-28T09:00:00+07:00,92898.3,93141.1,92834.2,93035.3,0,0,NaN,NaN,0,1.5651742862504474,NaN,0,0
2025-04-28T09:05:00+07:00,93035.3,93212.7,93012.8,93126.9,0,0,NaN,NaN,0,15.480062402003792,NaN,0,0
2025-04-28T09:10:00+07:00,93126.8,93126.8,92989.3,93019.8,0,0,NaN,NaN,0,14.908634271401258,6.8584916740350605,0,0
2025-04-28T09:15:00+07:00,93019.8,93211,92983.3,93206.7,0,0,12.934298245010325,NaN,0,19.81353808945493,13.155750051759428,0,0
2025-04-28T09:20:00+07:00,93206.7,93333.6,93176.9,93301.7,0,0,10.328603585794724,NaN,0,26.275023281415105,19.192031377957132,0,0
2025-04-28T09:25:00+07:00,93301.8,93370.8,93250,93324,0,0,8.141071242189838,NaN,0,31.771887284241384,24.579831650669227,0,0
2025-04-28T09:30:00+07:00,93324,93552.8,93305.7,93448.7,0,0,7.117111885384233,NaN,0,37.33072994675221,29.806798611018866,0,0
2025-04-28T09:35:00+07:00,93448.8,93458.8,93348.7,93406.1,0,0,6.16629248263618,NaN,0,40.031302207469125,34.47724515529092,0,0
2025-04-28T09:40:00+07:00,93406,93465.8,93361,93424.8,0,0,5.321421149259329,NaN,0,42.73073449620371,38.372657933403296,0,0
2025-04-28T09:45:00+07:00,93424.8,93518.2,93416.4,93484.3,0,0,4.826193007835382,NaN,0,46.41312243605752,41.967720264350376,0,0
2025-04-28T09:50:00+07:00,93484.2,93550,93452.2,93522.9,0,0,4.54020884944234,NaN,0,50.19532376104337,45.4809764266499,0,0
2025-04-28T09:55:00+07:00,93522.8,93587,93440,93563.4,0,0,4.477517309898836,NaN,0,54.08550560481183,49.06273077175212,0,0
2025-04-28T10:00:00+07:00,93563.5,93586.4,93450,93465,0,0,4.419303737465587,NaN,0,48.695814934096994,49.73093651607874,0,0
2025-04-28T10:05:00+07:00,93465,93489.5,93414.1,93450,0,0,3.985645541311193,NaN,0,42.747389011897724,47.83869943789709,0,0
2025-04-28T10:10:00+07:00,93449.9,93581.6,93436.5,93539.6,0,0,4.143776888349205,NaN,0,40.51172817550697,45.200131779872244,0,0
2025-04-28T10:15:00+07:00,93539.6,93729.4,93531,93713.2,0,0,5.029712816144787,NaN,0,43.22876353695964,43.860668859701676,1,0
2025-04-28T10:20:00+07:00,93713.1,93789.1,93653,93756,1,0,6.108746299912994,NaN,0,47.01224355398772,44.24680329347937,0,0
2025-04-28T10:25:00+07:00,93756.1,93756.1,93675,93685.7,0,0,7.1107059634120375,NaN,0,45.42933457125049,44.57685220306625,0,0
2025-04-28T10:30:00+07:00,93685.7,93943.8,93685.7,93800,0,0,8.7580196731233,NaN,0,46.66130240587035,45.53532241504954,0,0
2025-04-28T10:35:00+07:00,93799.9,93879.3,93736.7,93830.1,0,0,10.287668117855183,NaN,0,48.983957442423176,47.00708341295226,0,0
2025-04-28T10:40:00+07:00,93830,93832.9,93698.3,93822.6,0,0,11.246966046009064,NaN,0,50.896544028617235,48.55155798845858,0,0
2025-04-28T10:45:00+07:00,93822.5,93855.4,93777.1,93840.6,0,0,12.231438081910234,NaN,0,52.790373060477656,50.21612354180787,0,0
2025-04-28T10:50:00+07:00,93840.5,93846.2,93757.8,93798.8,0,0,12.898221383096534,NaN,0,49.854575186137545,50.516881169944455,0,0
2025-04-28T10:55:00+07:00,93798.9,93848.5,93773.7,93799.9,0,0,13.52865067824753,NaN,0,47.218908818455425,49.64406730119453,0,0
2025-04-28T11:00:00+07:00,93800,93917.1,93799.9,93917.1,0,0,14.443800139219107,NaN,0,49.5002406897879,49.494523628716436,0,0
2025-04-28T11:05:00+07:00,93917,93940.6,93850,93850.1,0,0,15.401249109003139,NaN,0,45.81883693515859,48.083426488204246,0,0
2025-04-28T11:10:00+07:00,93850.1,93950,93850.1,93922.9,0,0,16.334660079090128,NaN,0,45.22832033511567,46.81400428724166,0,0
2025-04-28T11:15:00+07:00,93922.9,93996.8,93880,93964.3,0,0,17.42058939888956,NaN,0,46.779259789861285,46.56569875288507,0,0
2025-04-28T11:20:00+07:00,93964.2,93999.9,93900,93990.1,0,0,18.44348866591838,NaN,0,49.69473943478387,47.49424079325444,0,0
2025-04-28T11:25:00+07:00,93990.1,94123,93990,94120,0,0,19.908824478544574,NaN,0,55.44110524542223,50.1731827294147,0,0
2025-04-28T11:30:00+07:00,94120,94130,93988.1,93997,0,0,21.295529275839634,NaN,0,51.555031102905,51.16070898102692,0,0
2025-04-28T11:35:00+07:00,93997,94054,93987.4,94034.7,0,0,22.570414218818918,NaN,0,48.20921766320201,50.650551141555056,0,0
2025-04-28T11:40:00+07:00,94034.6,94039.5,93974.2,93999,0,0,23.500798101729167,NaN,0,43.14962843384702,48.25513707042577,0,0
2025-04-28T11:45:00+07:00,93999.1,94060.1,93988.8,94037.4,0,0,24.463392480321865,NaN,0,39.82563387563813,44.99370023696113,0,0
2025-04-28T11:50:00+07:00,94037.5,94037.5,93950,93961.8,0,0,24.58916584001915,NaN,0,32.62731764948228,39.99076503205427,0,0
2025-04-28T11:55:00+07:00,93961.8,93982,93951.2,93981.9,0,0,24.705955388309484,NaN,0,28.03002121585519,34.976316855667704,0,0
2025-04-28T12:00:00+07:00,93981.9,94065.9,93923.3,93923.4,0,0,25.31164628279987,NaN,0,18.973802678267358,28.511463159221844,0,0
2025-04-28T12:05:00+07:00,93923.4,94049.9,93907.8,94032,0,0,25.562093949444453,NaN,0,16.2476792105677,23.086929305871745,0,0
2025-04-28T12:10:00+07:00,94032,94157.3,94031.9,94086.9,0,0,26.358198632978727,NaN,0,16.726222105210248,19.61537303228778,0,0
2025-04-28T12:15:00+07:00,94087,94123,94050,94103.3,0,0,27.097438696260546,NaN,0,18.654685141543958,18.32659855551025,0,0
2025-04-28T12:20:00+07:00,94103.3,94145.1,94066,94086,0,0,27.89102080750986,NaN,0,18.737912014032577,17.997075203424814,0,0
2025-04-28T12:25:00+07:00,94086,94300,94047.9,94065,0,0,29.227655570389558,NaN,0,15.138879342244342,17.087348240864806,0,0
2025-04-28T12:30:00+07:00,94065.1,94085.7,94000,94015.6,0,0,29.60307673191128,NaN,0,8.286728365037868,14.149232508304175,0,0
2025-04-28T12:35:00+07:00,94015.5,94059.6,93994,94043.7,0,0,29.84416977704725,NaN,0,4.961144122670029,10.633318751322916,0,0
2025-04-28T12:40:00+07:00,94043.8,94154.4,94043.7,94131.3,0,0,30.483358169906992,NaN,0,5.13567697326156,7.959921143374853,0,0
2025-04-28T12:45:00+07:00,94131.3,94131.3,94056,94104.5,0,0,31.07689024899104,NaN,0,4.351145752505859,5.926280339727047,1,0
