time,open,high,low,close,Buy4,Sell4,ADX Trên Threshold,ADX Dưới Threshold,Ngưỡng Threshold,RROF Smooth,Signal Line,Mua4 khung lớn,SELL4 khung lớn
2024-01-02T14:00:00+07:00,45202.9,45832.8,45202.5,45502.6,0,0,36.27076124827714,NaN,0,34.6195883421819,37.529137043402784,0,0
2024-01-02T14:30:00+07:00,45502.6,45574.1,45325.6,45495.5,0,0,36.84250010216824,NaN,0,35.099114361340106,35.98813866266148,1,0
2024-01-02T15:00:00+07:00,45495.6,45900,45365,45784.3,1,0,37.72754049613235,NaN,0,39.975003031881606,36.879792563149216,0,0
2024-01-02T15:30:00+07:00,45784.2,45905.9,45630.2,45816.8,0,0,38.555135841545585,NaN,0,44.96215638022572,39.60614310625263,0,0
2024-01-02T16:00:00+07:00,45816.8,45950,45702.3,45879.9,0,0,39.36879399074927,NaN,0,50.14073852514064,43.68634295380753,0,0
2024-01-02T16:30:00+07:00,45879.9,45880,45667.7,45730.5,0,0,39.869650219766484,NaN,0,49.10794202163993,46.40255025163618,0,0
2024-01-02T17:00:00+07:00,45730,45772.8,45600.4,45712,0,0,39.83351425777579,NaN,0,47.48432332133044,47.611661070731124,0,0
2024-01-02T17:30:00+07:00,45712,45719.5,45478,45655.7,0,0,38.928356438246425,NaN,0,43.8289947346059,46.77664843025186,0,0
2024-01-02T18:00:00+07:00,45655.7,45767.6,45555,45558,0,0,38.1919418654728,NaN,0,34.589215384406316,42.60477655952447,0,0
2024-01-02T18:30:00+07:00,45558,45614.9,45258,45486.8,0,0,35.6598831873965,NaN,0,23.389723914140312,35.39127026509636,0,0
2024-01-02T19:00:00+07:00,45486.8,45550,45370,45510.4,0,0,33.3086858434685,NaN,0,16.41033781438594,27.634702911483473,0,0
2024-01-02T19:30:00+07:00,45510.5,45655,45323.2,45355.1,0,0,31.458852957921046,NaN,0,3.8100862093961143,17.85789197002425,0,0
2024-01-02T20:00:00+07:00,45355.1,45625.2,45316.4,45569.9,0,0,29.698729017586167,NaN,0,1.0000603744536807,10.056021557713173,0,0
2024-01-02T20:30:00+07:00,45569.8,45760,45562,45686.3,0,0,28.48992112519204,NaN,0,2.922390523249251,5.750190152344102,0,0
2024-01-02T21:00:00+07:00,45686.2,45850,45590.6,45679.1,0,0,27.63021316401042,NaN,0,4.493454856536315,4.079168515481186,0,0
2024-01-02T21:30:00+07:00,45679.1,45714,45026,45293.6,0,0,23.94821671719172,NaN,0,0.9411521869939377,2.4837972592777446,0,1
2024-01-02T22:00:00+07:00,45293.5,45359.9,44868.1,45041.2,0,1,20.9461185597371,NaN,0,-6.211598729168823,-0.46454526048714917,0,0
2024-01-02T22:30:00+07:00,45041.1,45335.5,44919,45215,0,0,18.15845598495782,NaN,0,-7.929719290424886,-3.3174823047664015,0,0
2024-01-02T23:00:00+07:00,45215,45310.2,44918,45229.8,0,0,15.57377533352053,NaN,0,-7.409835005089657,-5.4018059429420076,0,0
2024-01-02T23:30:00+07:00,45229.8,45449.2,45106,45393.4,0,0,12.78899498928223,NaN,0,-3.7022505442412714,-5.561453058945557,0,0
2024-01-03T00:00:00+07:00,45393.4,45423.5,45171.5,45236,0,0,10.20312752677524,NaN,0,-3.0252407636194714,-4.9490498880233345,0,1
2024-01-03T00:30:00+07:00,45236.1,45236.1,44979.9,45001.2,0,1,8.398215039370882,NaN,0,-5.807794655226338,-4.999738484262506,0,0
2024-01-03T01:00:00+07:00,45001.3,45188.8,44969.6,45157,0,0,6.76418876044486,NaN,0,-4.44808082987093,-4.624109410312709,0,0
2024-01-03T01:30:00+07:00,45157,45308.4,45085,45189,0,0,4.651505513790404,NaN,0,-2.68224138761682,-3.89197641964847,0,1
2024-01-03T02:00:00+07:00,45188.9,45286.9,44783.3,44902.2,0,1,3.8777506475578534,NaN,0,-5.940280445864114,-4.561029356231519,0,0
2024-01-03T02:30:00+07:00,44902.1,45153.2,44837.1,45073.2,0,0,3.1592639860561995,NaN,0,-5.823562908873774,-5.041974453709599,0,0
2024-01-03T03:00:00+07:00,45073.3,45223.1,44961.5,44987.6,0,0,2.1212632972109695,NaN,0,-7.9311490898265715,-6.038893468488324,0,0
2024-01-03T03:30:00+07:00,44987.6,45032,44762.4,44825.2,0,0,1.8865700005573594,NaN,0,-12.41709132060933,-8.389569597887954,0,0
2024-01-03T04:00:00+07:00,44825.1,44977.9,44598,44844.3,0,0,2.1860277627456526,NaN,0,-14.900761027158024,-11.036868263421253,0,0
2024-01-03T04:30:00+07:00,44845,45155,44811.3,45155,0,0,1.533746611212095,NaN,0,-12.484001166146635,-12.064012332648012,0,0
2024-01-03T05:00:00+07:00,45154.9,45338.9,45070,45098.6,0,0,0.08475880103724975,NaN,0,-11.477615903009708,-12.319446599476958,0,0
2024-01-03T05:30:00+07:00,45098.5,45149.1,44871,45006.7,0,0,NaN,-0.5617545853510144,0,-11.702262712534747,-12.272826269871858,0,0
2024-01-03T06:00:00+07:00,45006.7,45083.1,44955.6,44999.1,0,0,NaN,-1.1620884441401174,0,-12.298906523185456,-12.173679635636445,0,0
2024-01-03T06:30:00+07:00,44999,45018.8,44818.1,44979.8,0,0,NaN,-1.256606895049046,0,-11.968267574376863,-11.972199004959764,0,0
2024-01-03T07:00:00+07:00,44979.7,45099.8,44895.8,44929.2,0,0,NaN,-1.7528878485456225,0,-13.323590360076304,-12.417992199701636,0,0
2024-01-03T07:30:00+07:00,44929.1,45250.7,44907.7,45168.1,0,0,NaN,-2.9281389040808747,0,-8.863225302828734,-11.321024429099008,0,0
2024-01-03T08:00:00+07:00,45168,45265.5,45134.6,45189.9,0,0,NaN,-4.087821816754509,0,-4.898584261989312,-9.076802351561973,0,0
2024-01-03T08:30:00+07:00,45189.8,45379.2,45134.2,45347.8,0,0,NaN,-5.476486286988109,0,3.6243854354131426,-4.44516893826048,0,0
2024-01-03T09:00:00+07:00,45347.8,45463.5,45251.7,45353,0,0,NaN,-6.398256369675572,0,11.510834828252587,1.7537281420809199,0,0
2024-01-03T09:30:00+07:00,45353,45389.7,45253.8,45312.7,0,0,NaN,-7.2541857321710665,0,16.761748589089812,8.137656315859433,0,0
2024-01-03T10:00:00+07:00,45312.6,45346.8,45225.6,45266.6,0,0,NaN,-8.200278747126927,0,18.75825660993278,13.181397899974524,0,0
2024-01-03T10:30:00+07:00,45266.5,45300.7,45188,45297.8,0,0,NaN,-9.285824803488566,0,20.975037863775487,17.122634441186424,0,0
2024-01-03T11:00:00+07:00,45297.8,45309.7,45220.1,45238.3,0,0,NaN,-10.243937838080722,0,19.18495843846199,18.7422696989095,0,0
2024-01-03T11:30:00+07:00,45238.2,45256.6,45144,45218.8,0,0,NaN,-11.018596543079035,0,16.255945122067224,18.348195650964392,0,0
2024-01-03T12:00:00+07:00,45218.8,45328,45150,45324.5,0,0,NaN,-11.867585352715365,0,19.808322520467065,18.8219067162316,0,0
2024-01-03T12:30:00+07:00,45323.8,45330,45189.9,45200,0,0,NaN,-12.643759384694253,0,16.192208695296056,17.887141577683316,0,0
2024-01-03T13:00:00+07:00,45200,45337.3,45185,45318.3,0,0,NaN,-13.31705214122021,0,18.593730884527446,17.923953696521274,0,0
2024-01-03T13:30:00+07:00,45318.3,45405.3,45240.1,45362.7,0,0,NaN,-13.499750062100409,0,23.040104899007027,19.601644285468964,0,0
2024-01-03T14:00:00+07:00,45362.8,45423,45310.2,45390,0,0,NaN,-13.555314553911261,0,28.50717860516063,22.844683012431517,0,0
2024-01-03T14:30:00+07:00,45390,45401,44960,45030.4,0,0,NaN,-12.98389769668147,0,22.43837539677563,23.24803843772618,0,0
2024-01-03T15:00:00+07:00,45030.5,45206.3,45023.7,45190.3,0,0,NaN,-12.45329632925381,0,21.94190231192138,23.310565976315516,0,0
2024-01-03T15:30:00+07:00,45190.3,45240,45051.6,45224.1,0,0,NaN,-12.212367006727584,0,23.65040833300619,23.55928261415811,0,0
2024-01-03T16:00:00+07:00,45224.1,45404.2,45207.5,45394.2,0,0,NaN,-13.098850588615633,0,29.705384311642337,25.489212748314163,0,0
2024-01-03T16:30:00+07:00,45394.1,45582.3,45326.6,45378.7,0,0,NaN,-13.004976042620857,0,32.48648864055953,27.901825697933596,0,0
2024-01-03T17:00:00+07:00,45378.6,45420.9,45247,45315.7,0,0,NaN,-13.412627201126435,0,31.58300081996679,29.747988704995525,0,0
2024-01-03T17:30:00+07:00,45315.8,45344.7,45061,45175.7,0,0,NaN,-13.67642345133853,0,25.668420039036928,29.012983090201416,0,0
2024-01-03T18:00:00+07:00,45175.7,45205.3,44320,44380.3,0,0,NaN,-11.526264421103019,0,14.973360444358418,24.464523095373433,0,0
2024-01-03T18:30:00+07:00,44380.4,44600,43500,43728.9,0,0,NaN,-8.263729102909998,0,1.4326597485978314,15.98096606120178,0,0
2024-01-03T19:00:00+07:00,43728.9,43738.8,40333,42323.6,0,0,NaN,-3.6082772908755985,0,-12.03799331689831,4.892039642734378,0,0
2024-01-03T19:30:00+07:00,42323.6,42820,42055,42795.8,0,0,0.7146422488706321,NaN,0,-17.436069036235924,-5.027946551681707,0,0
2024-01-03T20:00:00+07:00,42795.8,42827.1,42315,42478.7,0,0,4.70998337907837,NaN,0,-22.536399537588462,-13.38010492280179,0,0
2024-01-03T20:30:00+07:00,42478,42699.8,42310.4,42545.7,0,0,8.42126476708561,NaN,0,-24.543033711672585,-19.187486713508225,0,0
2024-01-03T21:00:00+07:00,42545.7,42546.4,42062.7,42121.8,0,0,11.939796235142488,NaN,0,-27.69073441335851,-23.40967579437456,0,0
2024-01-03T21:30:00+07:00,42121.8,42375,42080,42204.1,0,0,15.207004026909594,NaN,0,-29.11872506517031,-26.166302148381078,0,0
2024-01-03T22:00:00+07:00,42204.1,42483.3,42194.2,42433.2,0,0,17.885256076914082,NaN,0,-26.70733360473293,-26.98041589902367,0,0
2024-01-03T22:30:00+07:00,42433.2,43049.9,42360,43014,0,0,18.68275762422187,NaN,0,-19.116306870678937,-24.64610310041513,0,0
