Trade #,Type,Signal,Date/Time,Price USDT,Quantity,P&L USDT,P&L %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %,Cumulative P&L USDT,Cumulative P&L %
186,Exit short,LONG,2024-05-05 03:00,"63,885.2",11.758746,-4999.82,-0.67%,1630.94,0.22%,-6349.72,-0.85%,-258789.77,-0.67%
186,Entry short,SHORT,2024-05-05 00:30,"63,460.0",11.758746,-4999.82,-0.67%,1630.94,0.22%,-6349.72,-0.85%,-258789.77,-0.67%
187,Exit long,SHORT,2024-05-05 08:00,"63,480.0",11.602221,-4701.22,-0.63%,3639.62,0.49%,-5947.3,-0.80%,-263491,-0.63%
187,Entry long,LONG,2024-05-05 03:00,"63,885.2",11.602221,-4701.22,-0.63%,3639.62,0.49%,-5947.3,-0.80%,-263491,-0.63%
188,Exit short,Close entry(s) order SHORT,2024-05-05 14:30,"63,615.0",11.602221,-1566.3,-0.21%,7506.64,1.02%,-2478.23,-0.34%,-265057.28,-0.21%
188,Entry short,SHORT,2024-05-05 08:00,"63,480.0",11.602221,-1566.3,-0.21%,7506.64,1.02%,-2478.23,-0.34%,-265057.28,-0.21%
189,Exit short,Close entry(s) order SHORT,2024-05-06 07:30,"64,152.8",11.497204,-2635.16,-0.36%,4636.82,0.63%,-4760.99,-0.65%,-267692.44,-0.36%
189,Entry short,SHORT,2024-05-06 02:30,"63,923.6",11.497204,-2635.16,-0.36%,4636.82,0.63%,-4760.99,-0.65%,-267692.44,-0.36%
190,Exit short,Close entry(s) order SHORT,2024-05-07 05:30,"63,532.4",11.479236,3004.12,0.41%,13072.55,1.79%,-4638.76,-0.63%,-264688.34,0.41%
190,Entry short,SHORT,2024-05-06 19:30,"63,794.1",11.479236,3004.12,0.41%,13072.55,1.79%,-4638.76,-0.63%,-264688.34,0.41%
191,Exit long,Close entry(s) order LONG,2024-05-08 12:00,"62,503.4",11.696864,-4217.89,-0.57%,1531.12,0.21%,-6542.06,-0.89%,-268906.22,-0.57%
191,Entry long,LONG,2024-05-08 11:00,"62,864.0",11.696864,-4217.89,-0.57%,1531.12,0.21%,-6542.06,-0.89%,-268906.22,-0.57%
192,Exit long,SHORT,2024-05-08 20:00,"62,207.2",11.711985,-2523.93,-0.35%,798.76,0.11%,-4249.11,-0.58%,-271430.16,-0.35%
192,Entry long,LONG,2024-05-08 18:00,"62,422.7",11.711985,-2523.93,-0.35%,798.76,0.11%,-4249.11,-0.58%,-271430.16,-0.35%
193,Exit short,LONG,2024-05-08 22:00,"62,530.0",11.711985,-3780.63,-0.52%,5510.49,0.76%,-6942.86,-0.95%,-275210.78,-0.52%
193,Entry short,SHORT,2024-05-08 20:00,"62,207.2",11.711985,-3780.63,-0.52%,5510.49,0.76%,-6942.86,-0.95%,-275210.78,-0.52%
194,Exit long,Close entry(s) order LONG,2024-05-08 22:30,"62,086.2",11.591063,-5144.11,-0.71%,623.6,0.09%,-8066.22,-1.11%,-280354.9,-0.71%
194,Entry long,LONG,2024-05-08 22:00,"62,530.0",11.591063,-5144.11,-0.71%,623.6,0.09%,-8066.22,-1.11%,-280354.9,-0.71%
195,Exit long,SHORT,2024-05-09 03:30,"61,721.2",11.560229,-6135.01,-0.85%,5687.63,0.79%,-8692.14,-1.21%,-286489.9,-0.85%
195,Entry long,LONG,2024-05-08 23:00,"62,251.9",11.560229,-6135.01,-0.85%,5687.63,0.79%,-8692.14,-1.21%,-286489.9,-0.85%
196,Exit short,LONG,2024-05-09 10:00,"61,629.7",11.56021,1057.76,0.15%,10145.24,1.42%,-210.4,-0.03%,-285432.16,0.15%
196,Entry short,SHORT,2024-05-09 03:30,"61,721.2",11.56021,1057.76,0.15%,10145.24,1.42%,-210.4,-0.03%,-285432.16,0.15%
197,Exit long,SHORT,2024-05-09 13:00,"61,547.2",11.594574,-956.55,-0.13%,1731.07,0.24%,-2946.18,-0.41%,-286388.72,-0.13%
197,Entry long,LONG,2024-05-09 10:00,"61,629.7",11.594574,-956.55,-0.13%,1731.07,0.24%,-2946.18,-0.41%,-286388.72,-0.13%
198,Exit short,Close entry(s) order SHORT,2024-05-09 13:30,"61,706.4",11.594537,-1845.85,-0.26%,0,0.00%,-2388.47,-0.33%,-288234.56,-0.26%
198,Entry short,SHORT,2024-05-09 13:00,"61,547.2",11.594537,-1845.85,-0.26%,0,0.00%,-2388.47,-0.33%,-288234.56,-0.26%
199,Exit short,LONG,2024-05-09 21:00,"61,165.4",11.576734,3669.82,0.52%,10794.15,1.52%,-1415.83,-0.20%,-284564.72,0.52%
199,Entry short,SHORT,2024-05-09 14:30,"61,482.4",11.576734,3669.82,0.52%,10794.15,1.52%,-1415.83,-0.20%,-284564.72,0.52%
200,Exit long,SHORT,2024-05-10 21:30,"62,186.5",11.696731,11943.53,1.67%,26689.6,3.73%,-764.97,-0.11%,-272621.2,1.67%
200,Entry long,LONG,2024-05-09 21:00,"61,165.4",11.696731,11943.53,1.67%,26689.6,3.73%,-764.97,-0.11%,-272621.2,1.67%
201,Exit short,Close entry(s) order SHORT,2024-05-11 14:00,"60,925.3",11.696731,14751.92,2.03%,24201.71,3.33%,-1246.87,-0.17%,-257869.28,2.03%
201,Entry short,SHORT,2024-05-10 21:30,"62,186.5",11.696731,14751.92,2.03%,24201.71,3.33%,-1246.87,-0.17%,-257869.28,2.03%
202,Exit long,SHORT,2024-05-13 05:00,"61,219.9",12.05051,-4399.64,-0.59%,427.79,0.06%,-8616.11,-1.16%,-262268.94,-0.59%
202,Entry long,LONG,2024-05-13 01:00,"61,585.0",12.05051,-4399.64,-0.59%,427.79,0.06%,-8616.11,-1.16%,-262268.94,-0.59%
203,Exit short,Close entry(s) order SHORT,2024-05-13 05:30,"61,332.4",12.05051,-1355.68,-0.18%,492.87,0.07%,-1944.95,-0.26%,-263624.6,-0.18%
203,Entry short,SHORT,2024-05-13 05:00,"61,219.9",12.05051,-1355.68,-0.18%,492.87,0.07%,-1944.95,-0.26%,-263624.6,-0.18%
204,Exit long,Close entry(s) order LONG,2024-05-14 09:30,"62,523.0",11.685845,-5741.26,-0.78%,4974.66,0.68%,-6402.67,-0.87%,-269365.88,-0.78%
204,Entry long,LONG,2024-05-13 21:30,"63,014.3",11.685845,-5741.26,-0.78%,4974.66,0.68%,-6402.67,-0.87%,-269365.88,-0.78%
205,Exit long,SHORT,2024-05-15 00:00,"61,407.0",11.79736,-6193.61,-0.85%,4293.06,0.59%,-11585.01,-1.59%,-275559.47,-0.85%
205,Entry long,LONG,2024-05-14 19:30,"61,932.0",11.79736,-6193.61,-0.85%,4293.06,0.59%,-11585.01,-1.59%,-275559.47,-0.85%
206,Exit short,LONG,2024-05-15 07:30,"61,705.0",11.79736,-3515.61,-0.49%,3425.95,0.47%,-4269.46,-0.59%,-279075.1,-0.49%
206,Entry short,SHORT,2024-05-15 00:00,"61,407.0",11.79736,-3515.61,-0.49%,3425.95,0.47%,-4269.46,-0.59%,-279075.1,-0.49%
207,Exit long,SHORT,2024-05-15 08:00,"61,413.2",11.683449,-3409.23,-0.47%,814.34,0.11%,-4543.69,-0.63%,-282484.3,-0.47%
207,Entry long,LONG,2024-05-15 07:30,"61,705.0",11.683449,-3409.23,-0.47%,814.34,0.11%,-4543.69,-0.63%,-282484.3,-0.47%
208,Exit short,LONG,2024-05-15 09:00,"61,668.7",11.683411,-2985.11,-0.42%,110.99,0.02%,-3702.47,-0.52%,-285469.44,-0.42%
208,Entry short,SHORT,2024-05-15 08:00,"61,413.2",11.683411,-2985.11,-0.42%,110.99,0.02%,-3702.47,-0.52%,-285469.44,-0.42%
209,Exit long,SHORT,2024-05-16 10:30,"65,984.0",11.5866,49999.66,7.00%,57646.81,8.07%,-147.15,-0.02%,-235469.78,7.00%
209,Entry long,LONG,2024-05-15 09:00,"61,668.7",11.5866,49999.66,7.00%,57646.81,8.07%,-147.15,-0.02%,-235469.78,7.00%
210,Exit short,LONG,2024-05-16 15:00,"66,100.0",11.5866,-1344.05,-0.18%,4066.9,0.53%,-2882.75,-0.38%,-236813.83,-0.18%
210,Entry short,SHORT,2024-05-16 10:30,"65,984.0",11.5866,-1344.05,-0.18%,4066.9,0.53%,-2882.75,-0.38%,-236813.83,-0.18%
211,Exit long,SHORT,2024-05-16 22:30,"65,769.5",11.545933,-3815.93,-0.50%,8082.15,1.06%,-8786.45,-1.15%,-240629.75,-0.50%
211,Entry long,LONG,2024-05-16 15:00,"66,100.0",11.545933,-3815.93,-0.50%,8082.15,1.06%,-8786.45,-1.15%,-240629.75,-0.50%
212,Exit short,Close entry(s) order SHORT,2024-05-17 09:00,"65,311.1",11.545933,5292.66,0.70%,13883.98,1.83%,-1317.39,-0.17%,-235337.1,0.70%
212,Entry short,SHORT,2024-05-16 22:30,"65,769.5",11.545933,5292.66,0.70%,13883.98,1.83%,-1317.39,-0.17%,-235337.1,0.70%
213,Exit long,Close entry(s) order LONG,2024-05-18 13:00,"66,826.2",11.517325,4996.22,0.65%,11611.77,1.52%,-7124.62,-0.93%,-230340.88,0.65%
213,Entry long,LONG,2024-05-17 17:30,"66,392.4",11.517325,4996.22,0.65%,11611.77,1.52%,-7124.62,-0.93%,-230340.88,0.65%
214,Exit long,SHORT,2024-05-21 17:00,"71,037.2",11.550217,50834.82,6.60%,63489.23,8.25%,-4609.69,-0.60%,-179506.06,6.60%
214,Entry long,LONG,2024-05-20 10:00,"66,636.0",11.550217,50834.82,6.60%,63489.23,8.25%,-4609.69,-0.60%,-179506.06,6.60%
215,Exit short,Close entry(s) order SHORT,2024-05-21 17:30,"71,165.1",11.5502,-1477.27,-0.18%,348.82,0.04%,-3527.43,-0.43%,-180983.34,-0.18%
215,Entry short,SHORT,2024-05-21 17:00,"71,037.2",11.5502,-1477.27,-0.18%,348.82,0.04%,-3527.43,-0.43%,-180983.34,-0.18%
216,Exit short,LONG,2024-05-22 06:30,"70,337.1",11.624446,1396.1,0.17%,15014.14,1.83%,-5912.19,-0.72%,-179587.23,0.17%
216,Entry short,SHORT,2024-05-21 21:30,"70,457.2",11.624446,1396.1,0.17%,15014.14,1.83%,-5912.19,-0.72%,-179587.23,0.17%
217,Exit long,Close entry(s) order LONG,2024-05-22 11:00,"70,001.9",11.664044,-3909.79,-0.48%,1004.27,0.12%,-5470.44,-0.67%,-183497.03,-0.48%
217,Entry long,LONG,2024-05-22 06:30,"70,337.1",11.664044,-3909.79,-0.48%,1004.27,0.12%,-5470.44,-0.67%,-183497.03,-0.48%
218,Exit short,LONG,2024-05-24 10:00,"68,001.7",12.065488,-3970.75,-0.49%,18291.28,2.24%,-8631.65,-1.06%,-187467.78,-0.49%
218,Entry short,SHORT,2024-05-24 01:00,"67,672.6",12.065488,-3970.75,-0.49%,18291.28,2.24%,-8631.65,-1.06%,-187467.78,-0.49%
219,Exit long,SHORT,2024-05-24 11:30,"67,763.2",11.948739,-2849.77,-0.35%,492.29,0.06%,-3696.94,-0.45%,-190317.56,-0.35%
219,Entry long,LONG,2024-05-24 10:00,"68,001.7",11.948739,-2849.77,-0.35%,492.29,0.06%,-3696.94,-0.45%,-190317.56,-0.35%
220,Exit short,LONG,2024-05-24 19:00,"67,383.3",11.948704,4539.31,0.56%,13432.73,1.66%,-88.42,-0.01%,-185778.25,0.56%
220,Entry short,SHORT,2024-05-24 11:30,"67,763.2",11.948704,4539.31,0.56%,13432.73,1.66%,-88.42,-0.01%,-185778.25,0.56%
221,Exit long,SHORT,2024-05-24 21:00,"67,105.7",12.083399,-3354.35,-0.41%,3089.73,0.38%,-5204.32,-0.64%,-189132.6,-0.41%
221,Entry long,LONG,2024-05-24 19:00,"67,383.3",12.083399,-3354.35,-0.41%,3089.73,0.38%,-5204.32,-0.64%,-189132.6,-0.41%
222,Exit short,LONG,2024-05-24 22:00,"67,885.1",12.083435,-9417.83,-1.16%,1050.05,0.13%,-11410.39,-1.41%,-198550.42,-1.16%
222,Entry short,SHORT,2024-05-24 21:00,"67,105.7",12.083435,-9417.83,-1.16%,1050.05,0.13%,-11410.39,-1.41%,-198550.42,-1.16%
223,Exit long,Close entry(s) order LONG,2024-05-25 07:30,"68,667.2",11.805971,9233.45,1.15%,16391.41,2.05%,0,0.00%,-189316.97,1.15%
223,Entry long,LONG,2024-05-24 22:00,"67,885.1",11.805971,9233.45,1.15%,16391.41,2.05%,0,0.00%,-189316.97,1.15%
224,Exit long,SHORT,2024-05-28 21:30,"68,072.6",11.807863,-6889.89,-0.85%,701.39,0.09%,-13060.68,-1.61%,-196206.86,-0.85%
224,Entry long,LONG,2024-05-28 17:30,"68,656.1",11.807863,-6889.89,-0.85%,701.39,0.09%,-13060.68,-1.61%,-196206.86,-0.85%
225,Exit short,LONG,2024-05-28 23:00,"68,399.8",11.80788,-3863.54,-0.48%,4605.07,0.57%,-4928.61,-0.61%,-200070.4,-0.48%
225,Entry short,SHORT,2024-05-28 21:30,"68,072.6",11.80788,-3863.54,-0.48%,4605.07,0.57%,-4928.61,-0.61%,-200070.4,-0.48%
226,Exit long,Close entry(s) order LONG,2024-05-28 23:30,"67,896.2",11.694945,-5889.57,-0.74%,1012.78,0.13%,-5897.76,-0.74%,-205959.97,-0.74%
226,Entry long,LONG,2024-05-28 23:00,"68,399.8",11.694945,-5889.57,-0.74%,1012.78,0.13%,-5897.76,-0.74%,-205959.97,-0.74%
227,Exit long,Close entry(s) order LONG,2024-06-04 06:30,"68,923.2",11.455909,-4462.08,-0.56%,12145.56,1.53%,-8683.58,-1.09%,-210422.05,-0.56%
227,Entry long,LONG,2024-06-03 15:30,"69,312.7",11.455909,-4462.08,-0.56%,12145.56,1.53%,-8683.58,-1.09%,-210422.05,-0.56%
228,Exit long,SHORT,2024-06-05 18:30,"70,951.5",11.149065,1463.87,0.19%,6798.7,0.86%,-1497.32,-0.19%,-208958.17,0.19%
228,Entry long,LONG,2024-06-05 08:00,"70,820.2",11.149065,1463.87,0.19%,6798.7,0.86%,-1497.32,-0.19%,-208958.17,0.19%
229,Exit short,Close entry(s) order SHORT,2024-06-05 19:00,"71,008.4",11.149049,-634.38,-0.08%,610.97,0.08%,-2279.98,-0.29%,-209592.56,-0.08%
229,Entry short,SHORT,2024-06-05 18:30,"70,951.5",11.149049,-634.38,-0.08%,610.97,0.08%,-2279.98,-0.29%,-209592.56,-0.08%
230,Exit short,LONG,2024-06-05 20:30,"71,165.8",11.162275,-3965.96,-0.50%,1329.43,0.17%,-4623.41,-0.58%,-213558.52,-0.50%
230,Entry short,SHORT,2024-06-05 19:30,"70,810.5",11.162275,-3965.96,-0.50%,1329.43,0.17%,-4623.41,-0.58%,-213558.52,-0.50%
231,Exit long,Close entry(s) order LONG,2024-06-06 04:00,"71,228.6",11.050834,693.99,0.09%,7278.08,0.93%,-8201.93,-1.04%,-212864.53,0.09%
231,Entry long,LONG,2024-06-05 20:30,"71,165.8",11.050834,693.99,0.09%,7278.08,0.93%,-8201.93,-1.04%,-212864.53,0.09%
232,Exit long,SHORT,2024-06-08 11:30,"69,397.5",11.319501,-1590.39,-0.20%,135.83,0.02%,-1798.67,-0.23%,-214454.9,-0.20%
232,Entry long,LONG,2024-06-08 10:30,"69,538.0",11.319501,-1590.39,-0.20%,135.83,0.02%,-1798.67,-0.23%,-214454.9,-0.20%
233,Exit short,LONG,2024-06-08 15:00,"69,612.5",11.319501,-2433.69,-0.31%,1580.2,0.20%,-2433.69,-0.31%,-216888.61,-0.31%
233,Entry short,SHORT,2024-06-08 11:30,"69,397.5",11.319501,-2433.69,-0.31%,1580.2,0.20%,-2433.69,-0.31%,-216888.61,-0.31%
234,Exit long,SHORT,2024-06-08 20:30,"69,278.4",11.24958,-3758.48,-0.48%,12.37,0.00%,-4133.1,-0.53%,-220647.1,-0.48%
234,Entry long,LONG,2024-06-08 15:00,"69,612.5",11.24958,-3758.48,-0.48%,12.37,0.00%,-4133.1,-0.53%,-220647.1,-0.48%
235,Exit short,Close entry(s) order SHORT,2024-06-08 23:00,"69,462.0",11.24958,-2065.42,-0.27%,968.59,0.12%,-2942.89,-0.38%,-222712.52,-0.27%
235,Entry short,SHORT,2024-06-08 20:30,"69,278.4",11.24958,-2065.42,-0.27%,968.59,0.12%,-2942.89,-0.38%,-222712.52,-0.27%
236,Exit short,LONG,2024-06-09 13:30,"69,394.5",11.204951,-274.52,-0.04%,2353.04,0.30%,-476.21,-0.06%,-222987.03,-0.04%
236,Entry short,SHORT,2024-06-09 06:00,"69,370.0",11.204951,-274.52,-0.04%,2353.04,0.30%,-476.21,-0.06%,-222987.03,-0.04%
237,Exit long,Close entry(s) order LONG,2024-06-09 22:30,"69,498.1",11.197039,1160.01,0.15%,4776.66,0.61%,-1228.32,-0.16%,-221827.02,0.15%
237,Entry long,LONG,2024-06-09 13:30,"69,394.5",11.197039,1160.01,0.15%,4776.66,0.61%,-1228.32,-0.16%,-221827.02,0.15%
238,Exit long,SHORT,2024-06-10 07:30,"69,524.8",11.173871,-1311.81,-0.17%,2645.97,0.34%,-1477.19,-0.19%,-223138.83,-0.17%
238,Entry long,LONG,2024-06-10 00:00,"69,642.2",11.173871,-1311.81,-0.17%,2645.97,0.34%,-1477.19,-0.19%,-223138.83,-0.17%
239,Exit short,Close entry(s) order SHORT,2024-06-10 09:00,"69,645.0",11.173871,-1343.1,-0.17%,834.69,0.11%,-2074.99,-0.27%,-224481.94,-0.17%
239,Entry short,SHORT,2024-06-10 07:30,"69,524.8",11.173871,-1343.1,-0.17%,834.69,0.11%,-2074.99,-0.27%,-224481.94,-0.17%
240,Exit long,Close entry(s) order LONG,2024-06-10 20:30,"69,363.9",11.174305,-424.62,-0.05%,452.56,0.06%,-1138.66,-0.15%,-224906.56,-0.05%
240,Entry long,LONG,2024-06-10 20:00,"69,401.9",11.174305,-424.62,-0.05%,452.56,0.06%,-1138.66,-0.15%,-224906.56,-0.05%
241,Exit long,Close entry(s) order LONG,2024-06-11 06:00,"69,536.3",11.154526,551.03,0.07%,8207.5,1.06%,-1411.05,-0.18%,-224355.53,0.07%
241,Entry long,LONG,2024-06-10 21:30,"69,486.9",11.154526,551.03,0.07%,8207.5,1.06%,-1411.05,-0.18%,-224355.53,0.07%
242,Exit short,LONG,2024-06-12 02:30,"67,176.2",11.496411,3358.1,0.43%,16880.18,2.18%,-2557.95,-0.33%,-220997.42,0.43%
242,Entry short,SHORT,2024-06-11 15:30,"67,468.3",11.496411,3358.1,0.43%,16880.18,2.18%,-2557.95,-0.33%,-220997.42,0.43%
243,Exit long,SHORT,2024-06-12 08:00,"67,218.6",11.596407,491.69,0.06%,4972.54,0.64%,-170.47,-0.02%,-220505.73,0.06%
243,Entry long,LONG,2024-06-12 02:30,"67,176.2",11.596407,491.69,0.06%,4972.54,0.64%,-170.47,-0.02%,-220505.73,0.06%
244,Exit short,Close entry(s) order SHORT,2024-06-12 11:30,"67,541.0",11.596407,-3738.68,-0.48%,3462.69,0.44%,-4703.5,-0.60%,-224244.42,-0.48%
244,Entry short,SHORT,2024-06-12 08:00,"67,218.6",11.596407,-3738.68,-0.48%,3462.69,0.44%,-4703.5,-0.60%,-224244.42,-0.48%
245,Exit short,LONG,2024-06-13 15:00,"67,724.9",11.488726,-2318.42,-0.30%,6503.77,0.84%,-13436.06,-1.73%,-226562.84,-0.30%
245,Entry short,SHORT,2024-06-13 03:00,"67,523.1",11.488726,-2318.42,-0.30%,6503.77,0.84%,-13436.06,-1.73%,-226562.84,-0.30%
246,Exit long,SHORT,2024-06-13 17:00,"67,426.9",11.420277,-3403.24,-0.44%,277.51,0.04%,-6332.54,-0.82%,-229966.08,-0.44%
246,Entry long,LONG,2024-06-13 15:00,"67,724.9",11.420277,-3403.24,-0.44%,277.51,0.04%,-6332.54,-0.82%,-229966.08,-0.44%
247,Exit short,Close entry(s) order SHORT,2024-06-13 18:00,"67,810.6",11.420277,-4381.96,-0.57%,2288.62,0.30%,-6134.97,-0.80%,-234348.05,-0.57%
247,Entry short,SHORT,2024-06-13 17:00,"67,426.9",11.420277,-4381.96,-0.57%,2288.62,0.30%,-6134.97,-0.80%,-234348.05,-0.57%
248,Exit long,Close entry(s) order LONG,2024-06-15 14:00,"66,171.6",11.581116,690.23,0.09%,6216.74,0.81%,-2657.87,-0.35%,-233657.81,0.09%
248,Entry long,LONG,2024-06-15 04:30,"66,112.0",11.581116,690.23,0.09%,6216.74,0.81%,-2657.87,-0.35%,-233657.81,0.09%
249,Exit long,SHORT,2024-06-17 09:30,"66,256.4",11.481762,-5600.8,-0.73%,2481.21,0.32%,-7019.95,-0.92%,-239258.61,-0.73%
249,Entry long,LONG,2024-06-16 21:00,"66,744.2",11.481762,-5600.8,-0.73%,2481.21,0.32%,-7019.95,-0.92%,-239258.61,-0.73%
250,Exit short,Close entry(s) order SHORT,2024-06-17 12:30,"66,510.9",11.481779,-2922.11,-0.38%,1612.04,0.21%,-3358.42,-0.44%,-242180.72,-0.38%
250,Entry short,SHORT,2024-06-17 09:30,"66,256.4",11.481779,-2922.11,-0.38%,1612.04,0.21%,-3358.42,-0.44%,-242180.72,-0.38%
251,Exit short,LONG,2024-06-18 01:00,"66,587.2",11.535189,-10276.7,-1.36%,6937.26,0.92%,-10493.56,-1.38%,-252457.42,-1.36%
251,Entry short,SHORT,2024-06-17 17:00,"65,696.3",11.535189,-10276.7,-1.36%,6937.26,0.92%,-10493.56,-1.38%,-252457.42,-1.36%
252,Exit long,Close entry(s) order LONG,2024-06-18 08:00,"65,730.1",11.22652,-9622.25,-1.29%,7784.47,1.04%,-12980.1,-1.74%,-262079.67,-1.29%
252,Entry long,LONG,2024-06-18 01:00,"66,587.2",11.22652,-9622.25,-1.29%,7784.47,1.04%,-12980.1,-1.74%,-262079.67,-1.29%
253,Exit short,LONG,2024-06-19 05:00,"65,199.9",11.453428,-8843.19,-1.20%,4787.53,0.65%,-9759.47,-1.32%,-270922.88,-1.20%
253,Entry short,SHORT,2024-06-18 22:30,"64,427.8",11.453428,-8843.19,-1.20%,4787.53,0.65%,-9759.47,-1.32%,-270922.88,-1.20%
254,Exit long,Close entry(s) order LONG,2024-06-19 09:00,"65,008.0",11.182216,-2145.87,-0.29%,3243.96,0.44%,-4727.84,-0.65%,-273068.75,-0.29%
254,Entry long,LONG,2024-06-19 05:00,"65,199.9",11.182216,-2145.87,-0.29%,3243.96,0.44%,-4727.84,-0.65%,-273068.75,-0.29%
255,Exit long,SHORT,2024-06-20 21:00,"65,118.8",10.947743,-14026.25,-1.93%,733.5,0.10%,-14232.06,-1.96%,-287094.97,-1.93%
255,Entry long,LONG,2024-06-20 18:30,"66,400.0",10.947743,-14026.25,-1.93%,733.5,0.10%,-14232.06,-1.96%,-287094.97,-1.93%
256,Exit short,LONG,2024-06-21 14:30,"64,715.9",10.94776,4410.85,0.62%,8964.03,1.26%,-872.54,-0.12%,-282684.12,0.62%
256,Entry short,SHORT,2024-06-20 21:00,"65,118.8",10.94776,4410.85,0.62%,8964.03,1.26%,-872.54,-0.12%,-282684.12,0.62%
257,Exit long,Close entry(s) order LONG,2024-06-21 15:00,"64,179.5",11.084108,-5945.52,-0.83%,0,0.00%,-6082.96,-0.85%,-288629.66,-0.83%
257,Entry long,LONG,2024-06-21 14:30,"64,715.9",11.084108,-5945.52,-0.83%,0,0.00%,-6082.96,-0.85%,-288629.66,-0.83%
258,Exit short,LONG,2024-06-22 02:00,"64,148.8",11.137785,-3105.21,-0.44%,5666.91,0.80%,-5258.15,-0.74%,-291734.88,-0.44%
258,Entry short,SHORT,2024-06-21 18:00,"63,870.0",11.137785,-3105.21,-0.44%,5666.91,0.80%,-5258.15,-0.74%,-291734.88,-0.44%
259,Exit long,Close entry(s) order LONG,2024-06-23 01:00,"64,229.4",11.040972,889.9,0.13%,4098.41,0.58%,-3840.05,-0.54%,-290844.97,0.13%
259,Entry long,LONG,2024-06-22 02:00,"64,148.8",11.040972,889.9,0.13%,4098.41,0.58%,-3840.05,-0.54%,-290844.97,0.13%
260,Exit short,LONG,2024-06-25 07:30,"60,350.1",11.326545,25597.99,3.61%,49747.32,7.02%,-3909.92,-0.55%,-265246.97,3.61%
260,Entry short,SHORT,2024-06-24 12:30,"62,610.1",11.326545,25597.99,3.61%,49747.32,7.02%,-3909.92,-0.55%,-265246.97,3.61%
261,Exit long,SHORT,2024-06-25 15:00,"60,660.9",12.174882,3783.95,0.51%,14803.44,2.01%,-1227.23,-0.17%,-261463.02,0.51%
261,Entry long,LONG,2024-06-25 07:30,"60,350.1",12.174882,3783.95,0.51%,14803.44,2.01%,-1227.23,-0.17%,-261463.02,0.51%
262,Exit short,Close entry(s) order SHORT,2024-06-25 18:00,"61,292.8",12.174843,-7693.28,-1.04%,239.84,0.03%,-11279.99,-1.53%,-269156.28,-1.04%
262,Entry short,SHORT,2024-06-25 15:00,"60,660.9",12.174843,-7693.28,-1.04%,239.84,0.03%,-11279.99,-1.53%,-269156.28,-1.04%
263,Exit long,SHORT,2024-06-28 03:30,"61,429.9",11.87028,-1653.53,-0.23%,9620.86,1.32%,-2720.67,-0.37%,-270809.8,-0.23%
263,Entry long,LONG,2024-06-27 20:30,"61,569.2",11.87028,-1653.53,-0.23%,9620.86,1.32%,-2720.67,-0.37%,-270809.8,-0.23%
264,Exit short,Close entry(s) order SHORT,2024-06-28 07:00,"61,682.1",11.87028,-2993.68,-0.41%,115.14,0.02%,-3159.87,-0.43%,-273803.5,-0.41%
264,Entry short,SHORT,2024-06-28 03:30,"61,429.9",11.87028,-2993.68,-0.41%,115.14,0.02%,-3159.87,-0.43%,-273803.5,-0.41%
265,Exit long,Close entry(s) order LONG,2024-06-29 22:30,"60,991.7",11.950133,2663.68,0.37%,5535.3,0.76%,-762.42,-0.10%,-271139.8,0.37%
265,Entry long,LONG,2024-06-29 08:00,"60,768.8",11.950133,2663.68,0.37%,5535.3,0.76%,-762.42,-0.10%,-271139.8,0.37%
266,Exit long,SHORT,2024-07-01 16:00,"62,910.1",11.810863,14162.41,1.94%,24672.89,3.39%,-2287.76,-0.31%,-256977.42,1.94%
266,Entry long,LONG,2024-06-30 21:00,"61,711.0",11.810863,14162.41,1.94%,24672.89,3.39%,-2287.76,-0.31%,-256977.42,1.94%
267,Exit short,Close entry(s) order SHORT,2024-07-01 22:30,"62,923.5",11.810863,-158.27,-0.02%,4817.65,0.65%,-1941.71,-0.26%,-257135.69,-0.02%
267,Entry short,SHORT,2024-07-01 16:00,"62,910.1",11.810863,-158.27,-0.02%,4817.65,0.65%,-1941.71,-0.26%,-257135.69,-0.02%
268,Exit short,LONG,2024-07-03 23:30,"60,605.4",11.980136,16803.34,2.26%,29865.28,4.02%,-3237.03,-0.44%,-240332.34,2.26%
268,Entry short,SHORT,2024-07-03 04:30,"62,008.0",11.980136,16803.34,2.26%,29865.28,4.02%,-3237.03,-0.44%,-240332.34,2.26%
269,Exit long,SHORT,2024-07-04 02:30,"60,000.0",12.534652,-7588.48,-1.00%,596.65,0.08%,-10316.02,-1.36%,-247920.83,-1.00%
269,Entry long,LONG,2024-07-03 23:30,"60,605.4",12.534652,-7588.48,-1.00%,596.65,0.08%,-10316.02,-1.36%,-247920.83,-1.00%
270,Exit short,LONG,2024-07-04 06:30,"60,349.8",12.534652,-4384.62,-0.58%,8783.03,1.17%,-4509.97,-0.60%,-252305.45,-0.58%
270,Entry short,SHORT,2024-07-04 02:30,"60,000.0",12.534652,-4384.62,-0.58%,8783.03,1.17%,-4509.97,-0.60%,-252305.45,-0.58%
271,Exit long,SHORT,2024-07-04 11:30,"58,792.9",12.389345,-19288.97,-2.58%,1860.88,0.25%,-33931.94,-4.54%,-271594.4,-2.58%
271,Entry long,LONG,2024-07-04 06:30,"60,349.8",12.389345,-19288.97,-2.58%,1860.88,0.25%,-33931.94,-4.54%,-271594.4,-2.58%
