Trade #,Type,Signal,Date/Time,Price USDT,Quantity,P&L USDT,P&L %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %,Cumulative P&L USDT,Cumulative P&L %
1,Exit long,SHORT,2024-01-02 22:30,"45,041.1",22.381679,8095.45,0.81%,28438.16,2.84%,-1441.38,-0.14%,8095.45,0.81%
1,Entry long,LONG,2024-01-02 07:30,"44,679.4",22.381679,8095.45,0.81%,28438.16,2.84%,-1441.38,-0.14%,8095.45,0.81%
2,Exit short,Close entry(s) order SHORT,2024-01-03 09:00,"45,347.8",22.381679,-6864.46,-0.68%,9917.32,0.98%,-9133.96,-0.91%,1230.99,-0.68%
2,Entry short,SHORT,2024-01-02 22:30,"45,041.1",22.381679,-6864.46,-0.68%,9917.32,0.98%,-9133.96,-0.91%,1230.99,-0.68%
3,Exit long,SHORT,2024-01-04 02:00,"42,267.6",23.330832,-15092.71,-1.51%,3508.96,0.35%,-23202.51,-2.32%,-13861.72,-1.51%
3,Entry long,LONG,2024-01-04 01:00,"42,914.5",23.330832,-15092.71,-1.51%,3508.96,0.35%,-23202.51,-2.32%,-13861.72,-1.51%
4,Exit short,LONG,2024-01-04 07:00,"42,849.5",23.330832,-13576.21,-1.38%,2419.41,0.25%,-18020.73,-1.83%,-27437.93,-1.38%
4,Entry short,SHORT,2024-01-04 02:00,"42,267.6",23.330832,-13576.21,-1.38%,2419.41,0.25%,-18020.73,-1.83%,-27437.93,-1.38%
5,Exit long,SHORT,2024-01-04 09:00,"42,716.6",22.697162,-3016.45,-0.31%,3350.1,0.34%,-5095.51,-0.52%,-30454.39,-0.31%
5,Entry long,LONG,2024-01-04 07:00,"42,849.5",22.697162,-3016.45,-0.31%,3350.1,0.34%,-5095.51,-0.52%,-30454.39,-0.31%
6,Exit short,Close entry(s) order SHORT,2024-01-04 09:30,"42,897.3",22.697162,-4101.38,-0.42%,376.77,0.04%,-5858.14,-0.60%,-34555.77,-0.42%
6,Entry short,SHORT,2024-01-04 09:00,"42,716.6",22.697162,-4101.38,-0.42%,376.77,0.04%,-5858.14,-0.60%,-34555.77,-0.42%
7,Exit long,SHORT,2024-01-05 09:00,"43,373.5",21.727552,-23044.24,-2.39%,6963.68,0.72%,-46368.77,-4.80%,-57600,-2.39%
7,Entry long,LONG,2024-01-05 05:00,"44,434.1",21.727552,-23044.24,-2.39%,6963.68,0.72%,-46368.77,-4.80%,-57600,-2.39%
8,Exit short,LONG,2024-01-05 14:30,"43,870.5",21.727552,-10798.59,-1.15%,3910.96,0.41%,-12562.87,-1.33%,-68398.6,-1.15%
8,Entry short,SHORT,2024-01-05 09:00,"43,373.5",21.727552,-10798.59,-1.15%,3910.96,0.41%,-12562.87,-1.33%,-68398.6,-1.15%
9,Exit long,Close entry(s) order LONG,2024-01-05 23:30,"43,376.9",21.235356,-10481.77,-1.13%,9808.61,1.05%,-18485.38,-1.98%,-78880.37,-1.13%
9,Entry long,LONG,2024-01-05 14:30,"43,870.5",21.235356,-10481.77,-1.13%,9808.61,1.05%,-18485.38,-1.98%,-78880.37,-1.13%
10,Exit long,SHORT,2024-01-09 17:00,"46,497.8",20.982223,54507.62,5.92%,71591.34,7.77%,-5671.49,-0.62%,-24372.75,5.92%
10,Entry long,LONG,2024-01-08 14:00,"43,900.0",20.982223,54507.62,5.92%,71591.34,7.77%,-5671.49,-0.62%,-24372.75,5.92%
11,Exit short,LONG,2024-01-09 20:30,"46,639.8",20.982223,-2979.48,-0.31%,23034.29,2.36%,-12215.85,-1.25%,-27352.23,-0.31%
11,Entry short,SHORT,2024-01-09 17:00,"46,497.8",20.982223,-2979.48,-0.31%,23034.29,2.36%,-12215.85,-1.25%,-27352.23,-0.31%
12,Exit long,SHORT,2024-01-10 04:30,"45,889.7",20.854458,-15642.93,-1.61%,30451.68,3.13%,-46351.12,-4.77%,-42995.16,-1.61%
12,Entry long,LONG,2024-01-09 20:30,"46,639.8",20.854458,-15642.93,-1.61%,30451.68,3.13%,-46351.12,-4.77%,-42995.16,-1.61%
13,Exit short,LONG,2024-01-10 23:00,"45,569.4",20.854458,6679.68,0.70%,33329.59,3.48%,-9132.17,-0.95%,-36315.47,0.70%
13,Entry short,SHORT,2024-01-10 04:30,"45,889.7",20.854458,6679.68,0.70%,33329.59,3.48%,-9132.17,-0.95%,-36315.47,0.70%
14,Exit long,Close entry(s) order LONG,2024-01-11 13:30,"45,766.9",21.147992,4176.73,0.43%,45043.11,4.67%,-17963.1,-1.86%,-32138.75,0.43%
14,Entry long,LONG,2024-01-10 23:00,"45,569.4",21.147992,4176.73,0.43%,45043.11,4.67%,-17963.1,-1.86%,-32138.75,0.43%
15,Exit short,LONG,2024-01-13 13:30,"43,075.1",23.095731,-26994.29,-2.79%,110.86,0.01%,-29509.42,-3.05%,-59133.03,-2.79%
15,Entry short,SHORT,2024-01-13 05:30,"41,906.3",23.095731,-26994.29,-2.79%,110.86,0.01%,-29509.42,-3.05%,-59133.03,-2.79%
16,Exit long,SHORT,2024-01-13 17:30,"42,822.9",21.842583,-5508.7,-0.59%,4150.09,0.44%,-9698.11,-1.03%,-64641.73,-0.59%
16,Entry long,LONG,2024-01-13 13:30,"43,075.1",21.842583,-5508.7,-0.59%,4150.09,0.44%,-9698.11,-1.03%,-64641.73,-0.59%
17,Exit short,LONG,2024-01-13 22:30,"43,096.5",21.842478,-5976.1,-0.64%,6838.88,0.73%,-6155.21,-0.66%,-70617.84,-0.64%
17,Entry short,SHORT,2024-01-13 17:30,"42,822.9",21.842478,-5976.1,-0.64%,6838.88,0.73%,-6155.21,-0.66%,-70617.84,-0.64%
18,Exit long,Close entry(s) order LONG,2024-01-14 07:00,"42,846.4",21.565041,-5393.42,-0.58%,3814.86,0.41%,-8481.53,-0.91%,-76011.25,-0.58%
18,Entry long,LONG,2024-01-13 22:30,"43,096.5",21.565041,-5393.42,-0.58%,3814.86,0.41%,-8481.53,-0.91%,-76011.25,-0.58%
19,Exit long,Close entry(s) order LONG,2024-01-16 06:30,"42,536.9",21.701593,-870.23,-0.09%,17339.57,1.88%,-9136.37,-0.99%,-76881.48,-0.09%
19,Entry long,LONG,2024-01-15 11:30,"42,577.0",21.701593,-870.23,-0.09%,17339.57,1.88%,-9136.37,-0.99%,-76881.48,-0.09%
20,Exit long,SHORT,2024-01-17 20:30,"42,645.1",21.57565,-3022.75,-0.33%,30.21,0.00%,-4412.22,-0.48%,-79904.23,-0.33%
20,Entry long,LONG,2024-01-17 20:00,"42,785.2",21.57565,-3022.75,-0.33%,30.21,0.00%,-4412.22,-0.48%,-79904.23,-0.33%
21,Exit short,LONG,2024-01-18 03:00,"42,617.6",21.57565,593.33,0.06%,9603.32,1.04%,-6252.62,-0.68%,-79310.91,0.06%
21,Entry short,SHORT,2024-01-17 20:30,"42,645.1",21.57565,593.33,0.06%,9603.32,1.04%,-6252.62,-0.68%,-79310.91,0.06%
22,Exit long,Close entry(s) order LONG,2024-01-18 11:00,"42,594.0",21.603595,-509.84,-0.06%,5437.63,0.59%,-3750.38,-0.41%,-79820.75,-0.06%
22,Entry long,LONG,2024-01-18 03:00,"42,617.6",21.603595,-509.84,-0.06%,5437.63,0.59%,-3750.38,-0.41%,-79820.75,-0.06%
23,Exit long,SHORT,2024-01-19 22:00,"40,973.5",22.299591,-6489.18,-0.71%,6997.61,0.76%,-9287.78,-1.01%,-86309.93,-0.71%
23,Entry long,LONG,2024-01-19 13:30,"41,264.5",22.299591,-6489.18,-0.71%,6997.61,0.76%,-9287.78,-1.01%,-86309.93,-0.71%
24,Exit short,LONG,2024-01-20 02:30,"41,718.7",22.299536,-16617.61,-1.82%,15018.74,1.64%,-22890.47,-2.51%,-102927.55,-1.82%
24,Entry short,SHORT,2024-01-19 22:00,"40,973.5",22.299536,-16617.61,-1.82%,15018.74,1.64%,-22890.47,-2.51%,-102927.55,-1.82%
25,Exit long,Close entry(s) order LONG,2024-01-20 08:30,"41,615.1",21.502886,-2227.7,-0.25%,10284.83,1.15%,-5595.05,-0.62%,-105155.24,-0.25%
25,Entry long,LONG,2024-01-20 02:30,"41,718.7",21.502886,-2227.7,-0.25%,10284.83,1.15%,-5595.05,-0.62%,-105155.24,-0.25%
26,Exit short,LONG,2024-01-22 20:30,"41,094.7",21.961859,-7671.28,-0.86%,8602.46,0.96%,-11163.21,-1.25%,-112826.52,-0.86%
26,Entry short,SHORT,2024-01-22 17:00,"40,745.4",21.961859,-7671.28,-0.86%,8602.46,0.96%,-11163.21,-1.25%,-112826.52,-0.86%
27,Exit long,Close entry(s) order LONG,2024-01-22 21:30,"40,595.5",21.588619,-10777.04,-1.21%,30.22,0.00%,-12320.62,-1.39%,-123603.56,-1.21%
27,Entry long,LONG,2024-01-22 20:30,"41,094.7",21.588619,-10777.04,-1.21%,30.22,0.00%,-12320.62,-1.39%,-123603.56,-1.21%
28,Exit short,LONG,2024-01-23 12:00,"40,055.1",21.735645,5772.99,0.66%,19968.54,2.28%,-5549.11,-0.63%,-117830.57,0.66%
28,Entry short,SHORT,2024-01-23 02:00,"40,320.7",21.735645,5772.99,0.66%,19968.54,2.28%,-5549.11,-0.63%,-117830.57,0.66%
29,Exit long,SHORT,2024-01-23 14:30,"39,802.5",22.023897,-5563.24,-0.63%,1605.54,0.18%,-6373.72,-0.72%,-123393.81,-0.63%
29,Entry long,LONG,2024-01-23 12:00,"40,055.1",22.023897,-5563.24,-0.63%,1605.54,0.18%,-6373.72,-0.72%,-123393.81,-0.63%
30,Exit short,LONG,2024-01-24 00:00,"39,312.7",22.023897,10787.31,1.23%,27695.05,3.16%,-1883.04,-0.21%,-112606.51,1.23%
30,Entry short,SHORT,2024-01-23 14:30,"39,802.5",22.023897,10787.31,1.23%,27695.05,3.16%,-1883.04,-0.21%,-112606.51,1.23%
31,Exit long,SHORT,2024-01-24 22:00,"39,907.0",22.572579,13414.88,1.51%,28168.32,3.17%,-7442.18,-0.84%,-99191.62,1.51%
31,Entry long,LONG,2024-01-24 00:00,"39,312.7",22.572579,13414.88,1.51%,28168.32,3.17%,-7442.18,-0.84%,-99191.62,1.51%
32,Exit short,LONG,2024-01-25 00:00,"40,186.0",22.57269,-6297.78,-0.70%,1715.52,0.19%,-6388.07,-0.71%,-105489.4,-0.70%
32,Entry short,SHORT,2024-01-24 22:00,"39,907.0",22.57269,-6297.78,-0.70%,1715.52,0.19%,-6388.07,-0.71%,-105489.4,-0.70%
33,Exit long,SHORT,2024-01-25 02:30,"39,736.4",22.259259,-10007.76,-1.12%,498.61,0.06%,-12999.41,-1.45%,-115497.16,-1.12%
33,Entry long,LONG,2024-01-25 00:00,"40,186.0",22.259259,-10007.76,-1.12%,498.61,0.06%,-12999.41,-1.45%,-115497.16,-1.12%
34,Exit short,Close entry(s) order SHORT,2024-01-25 06:00,"39,872.6",22.259259,-3031.71,-0.34%,5411.23,0.61%,-5867.54,-0.66%,-118528.87,-0.34%
34,Entry short,SHORT,2024-01-25 02:30,"39,736.4",22.259259,-3031.71,-0.34%,5411.23,0.61%,-5867.54,-0.66%,-118528.87,-0.34%
35,Exit long,SHORT,2024-01-27 09:00,"41,804.8",21.015277,-2933.73,-0.33%,6197.41,0.70%,-5518.61,-0.63%,-121462.61,-0.33%
35,Entry long,LONG,2024-01-27 00:00,"41,944.4",21.015277,-2933.73,-0.33%,6197.41,0.70%,-5518.61,-0.63%,-121462.61,-0.33%
36,Exit short,Close entry(s) order SHORT,2024-01-27 19:00,"41,744.7",21.015227,1263.02,0.14%,9345.47,1.06%,-1706.44,-0.19%,-120199.59,0.14%
36,Entry short,SHORT,2024-01-27 09:00,"41,804.8",21.015227,1263.02,0.14%,9345.47,1.06%,-1706.44,-0.19%,-120199.59,0.14%
37,Exit long,SHORT,2024-01-28 20:00,"42,403.0",20.755981,317.57,0.04%,9304.91,1.06%,-2660.92,-0.30%,-119882.02,0.04%
37,Entry long,LONG,2024-01-28 11:30,"42,387.7",20.755981,317.57,0.04%,9304.91,1.06%,-2660.92,-0.30%,-119882.02,0.04%
38,Exit short,LONG,2024-01-28 21:30,"42,461.0",20.75603,-1203.85,-0.14%,3796.28,0.43%,-2532.24,-0.29%,-121085.87,-0.14%
38,Entry short,SHORT,2024-01-28 20:00,"42,403.0",20.75603,-1203.85,-0.14%,3796.28,0.43%,-2532.24,-0.29%,-121085.87,-0.14%
39,Exit long,SHORT,2024-01-28 22:00,"42,271.4",20.699326,-3924.59,-0.45%,542.32,0.06%,-4814.66,-0.55%,-125010.47,-0.45%
39,Entry long,LONG,2024-01-28 21:30,"42,461.0",20.699326,-3924.59,-0.45%,542.32,0.06%,-4814.66,-0.55%,-125010.47,-0.45%
40,Exit short,LONG,2024-01-29 08:30,"42,182.3",20.699326,1844.31,0.21%,13897.53,1.59%,-2653.65,-0.30%,-123166.16,0.21%
40,Entry short,SHORT,2024-01-28 22:00,"42,271.4",20.699326,1844.31,0.21%,13897.53,1.59%,-2653.65,-0.30%,-123166.16,0.21%
41,Exit long,Close entry(s) order LONG,2024-01-29 13:00,"42,127.9",20.786771,-1130.8,-0.13%,6458.45,0.74%,-1544.46,-0.18%,-124296.96,-0.13%
41,Entry long,LONG,2024-01-29 08:30,"42,182.3",20.786771,-1130.8,-0.13%,6458.45,0.74%,-1544.46,-0.18%,-124296.96,-0.13%
42,Exit long,SHORT,2024-01-30 13:00,"43,351.4",20.229835,1290.66,0.15%,10329.35,1.18%,-3566.52,-0.41%,-123006.3,0.15%
42,Entry long,LONG,2024-01-30 07:00,"43,287.6",20.229835,1290.66,0.15%,10329.35,1.18%,-3566.52,-0.41%,-123006.3,0.15%
43,Exit short,LONG,2024-01-30 18:00,"43,464.1",20.229881,-2279.91,-0.26%,3054.71,0.35%,-2953.56,-0.34%,-125286.2,-0.26%
43,Entry short,SHORT,2024-01-30 13:00,"43,351.4",20.229881,-2279.91,-0.26%,3054.71,0.35%,-2953.56,-0.34%,-125286.2,-0.26%
44,Exit long,SHORT,2024-01-30 21:00,"43,271.7",20.124972,-3872.04,-0.44%,8530.98,0.98%,-6713.69,-0.77%,-129158.25,-0.44%
44,Entry long,LONG,2024-01-30 18:00,"43,464.1",20.124972,-3872.04,-0.44%,8530.98,0.98%,-6713.69,-0.77%,-129158.25,-0.44%
45,Exit short,Close entry(s) order SHORT,2024-01-30 22:00,"43,455.0",20.124972,-3688.91,-0.42%,3616.46,0.42%,-4272.53,-0.49%,-132847.16,-0.42%
45,Entry short,SHORT,2024-01-30 21:00,"43,271.7",20.124972,-3688.91,-0.42%,3616.46,0.42%,-4272.53,-0.49%,-132847.16,-0.42%
46,Exit short,LONG,2024-01-31 03:30,"43,668.7",20.001172,-6274.37,-0.72%,668.04,0.08%,-6900.4,-0.80%,-139121.52,-0.72%
46,Entry short,SHORT,2024-01-31 02:00,"43,355.0",20.001172,-6274.37,-0.72%,668.04,0.08%,-6900.4,-0.80%,-139121.52,-0.72%
47,Exit long,SHORT,2024-01-31 06:30,"42,874.3",19.713856,-15660.69,-1.82%,1602.74,0.19%,-15954.42,-1.85%,-154782.2,-1.82%
47,Entry long,LONG,2024-01-31 03:30,"43,668.7",19.713856,-15660.69,-1.82%,1602.74,0.19%,-15954.42,-1.85%,-154782.2,-1.82%
48,Exit short,LONG,2024-01-31 13:00,"42,965.0",19.713856,-1788.05,-0.21%,4731.33,0.56%,-4252.28,-0.50%,-156570.25,-0.21%
48,Entry short,SHORT,2024-01-31 06:30,"42,874.3",19.713856,-1788.05,-0.21%,4731.33,0.56%,-4252.28,-0.50%,-156570.25,-0.21%
49,Exit long,Close entry(s) order LONG,2024-01-31 16:30,"42,766.9",19.630715,-3888.84,-0.46%,2198.64,0.26%,-3947.74,-0.47%,-160459.1,-0.46%
49,Entry long,LONG,2024-01-31 13:00,"42,965.0",19.630715,-3888.84,-0.46%,2198.64,0.26%,-3947.74,-0.47%,-160459.1,-0.46%
50,Exit long,SHORT,2024-02-01 05:00,"42,472.8",19.586153,-7664.06,-0.91%,17323.95,2.06%,-11879,-1.41%,-168123.16,-0.91%
50,Entry long,LONG,2024-01-31 22:00,"42,864.1",19.586153,-7664.06,-0.91%,17323.95,2.06%,-11879,-1.41%,-168123.16,-0.91%
51,Exit short,LONG,2024-02-01 15:00,"42,182.3",19.586107,5689.76,0.68%,11869.18,1.43%,-4001.44,-0.48%,-162433.4,0.68%
51,Entry short,SHORT,2024-02-01 05:00,"42,472.8",19.586107,5689.76,0.68%,11869.18,1.43%,-4001.44,-0.48%,-162433.4,0.68%
52,Exit long,Close entry(s) order LONG,2024-02-01 15:30,"42,148.9",19.855971,-663.19,-0.08%,935.22,0.11%,-1393.89,-0.17%,-163096.6,-0.08%
52,Entry long,LONG,2024-02-01 15:00,"42,182.3",19.855971,-663.19,-0.08%,935.22,0.11%,-1393.89,-0.17%,-163096.6,-0.08%
53,Exit long,SHORT,2024-02-02 11:00,"43,018.0",19.81493,15495.28,1.85%,23659.03,2.83%,-6136.68,-0.73%,-147601.31,1.85%
53,Entry long,LONG,2024-02-01 16:00,"42,236.0",19.81493,15495.28,1.85%,23659.03,2.83%,-6136.68,-0.73%,-147601.31,1.85%
54,Exit short,LONG,2024-02-02 13:30,"43,193.2",19.81493,-3471.58,-0.41%,1815.05,0.21%,-3903.54,-0.46%,-151072.89,-0.41%
54,Entry short,SHORT,2024-02-02 11:00,"43,018.0",19.81493,-3471.58,-0.41%,1815.05,0.21%,-3903.54,-0.46%,-151072.89,-0.41%
55,Exit long,SHORT,2024-02-02 15:30,"43,022.3",19.654092,-3358.88,-0.40%,1369.89,0.16%,-4190.25,-0.49%,-154431.77,-0.40%
55,Entry long,LONG,2024-02-02 13:30,"43,193.2",19.654092,-3358.88,-0.40%,1369.89,0.16%,-4190.25,-0.49%,-154431.77,-0.40%
56,Exit short,Close entry(s) order SHORT,2024-02-02 19:00,"43,136.9",19.654184,-2252.37,-0.27%,1949.7,0.23%,-3315.66,-0.39%,-156684.14,-0.27%
56,Entry short,SHORT,2024-02-02 15:30,"43,022.3",19.654184,-2252.37,-0.27%,1949.7,0.23%,-3315.66,-0.39%,-156684.14,-0.27%
57,Exit long,Close entry(s) order LONG,2024-02-05 00:30,"42,854.1",19.602468,-3271.65,-0.39%,1785.78,0.21%,-3938.14,-0.47%,-159955.8,-0.39%
57,Entry long,LONG,2024-02-04 18:30,"43,021.0",19.602468,-3271.65,-0.39%,1785.78,0.21%,-3938.14,-0.47%,-159955.8,-0.39%
58,Exit short,LONG,2024-02-05 11:30,"42,749.5",19.705424,-2354.8,-0.28%,8932.47,1.06%,-3862.26,-0.46%,-162310.6,-0.28%
58,Entry short,SHORT,2024-02-05 05:30,"42,630.0",19.705424,-2354.8,-0.28%,8932.47,1.06%,-3862.26,-0.46%,-162310.6,-0.28%
59,Exit long,SHORT,2024-02-05 23:30,"42,550.7",19.595394,-3895.56,-0.47%,16273.98,1.94%,-5472.99,-0.65%,-166206.16,-0.47%
59,Entry long,LONG,2024-02-05 11:30,"42,749.5",19.595394,-3895.56,-0.47%,16273.98,1.94%,-5472.99,-0.65%,-166206.16,-0.47%
60,Exit short,Close entry(s) order SHORT,2024-02-06 10:00,"42,829.3",19.595302,-5459.25,-0.65%,4693.07,0.56%,-7387.43,-0.89%,-171665.4,-0.65%
60,Entry short,SHORT,2024-02-05 23:30,"42,550.7",19.595302,-5459.25,-0.65%,4693.07,0.56%,-7387.43,-0.89%,-171665.4,-0.65%
61,Exit long,SHORT,2024-02-10 08:00,"47,073.6",18.548943,44830.94,5.41%,66286.5,8.00%,-4668.77,-0.56%,-126834.47,5.41%
61,Entry long,LONG,2024-02-08 08:00,"44,656.7",18.548943,44830.94,5.41%,66286.5,8.00%,-4668.77,-0.56%,-126834.47,5.41%
62,Exit short,Close entry(s) order SHORT,2024-02-10 08:30,"47,198.6",18.548943,-2318.62,-0.27%,589.86,0.07%,-2665.48,-0.31%,-129153.09,-0.27%
62,Entry short,SHORT,2024-02-10 08:00,"47,073.6",18.548943,-2318.62,-0.27%,589.86,0.07%,-2665.48,-0.31%,-129153.09,-0.27%
63,Exit long,Close entry(s) order LONG,2024-02-10 15:00,"47,130.6",18.418927,-2753.63,-0.32%,3864.29,0.44%,-2856.78,-0.33%,-131906.72,-0.32%
63,Entry long,LONG,2024-02-10 09:00,"47,280.1",18.418927,-2753.63,-0.32%,3864.29,0.44%,-2856.78,-0.33%,-131906.72,-0.32%
64,Exit short,Close entry(s) order SHORT,2024-02-11 10:00,"47,761.1",18.229594,-2572.2,-0.30%,0,0.00%,-2769.08,-0.32%,-134478.9,-0.30%
64,Entry short,SHORT,2024-02-11 09:00,"47,620.0",18.229594,-2572.2,-0.30%,0,0.00%,-2769.08,-0.32%,-134478.9,-0.30%
65,Exit long,SHORT,2024-02-11 16:00,"48,128.5",18.00603,1082.16,0.13%,9572.01,1.11%,-1022.74,-0.12%,-133396.75,0.13%
65,Entry long,LONG,2024-02-11 10:30,"48,068.4",18.00603,1082.16,0.13%,9572.01,1.11%,-1022.74,-0.12%,-133396.75,0.13%
66,Exit short,LONG,2024-02-11 18:30,"48,355.0",18.00603,-4078.37,-0.47%,3896.51,0.45%,-4798.61,-0.55%,-137475.11,-0.47%
66,Entry short,SHORT,2024-02-11 16:00,"48,128.5",18.00603,-4078.37,-0.47%,3896.51,0.45%,-4798.61,-0.55%,-137475.11,-0.47%
67,Exit long,Close entry(s) order LONG,2024-02-11 21:30,"48,084.2",17.837346,-4830.35,-0.56%,2038.81,0.24%,-7864.49,-0.91%,-142305.47,-0.56%
67,Entry long,LONG,2024-02-11 18:30,"48,355.0",17.837346,-4830.35,-0.56%,2038.81,0.24%,-7864.49,-0.91%,-142305.47,-0.56%
68,Exit short,LONG,2024-02-13 13:00,"50,072.3",17.21801,-4449.13,-0.52%,67.15,0.01%,-4571.38,-0.53%,-146754.61,-0.52%
68,Entry short,SHORT,2024-02-13 11:00,"49,813.9",17.21801,-4449.13,-0.52%,67.15,0.01%,-4571.38,-0.53%,-146754.61,-0.52%
69,Exit long,Close entry(s) order LONG,2024-02-13 20:00,"49,877.7",17.040267,-3316.04,-0.39%,3709.67,0.43%,-7179.06,-0.84%,-150070.64,-0.39%
69,Entry long,LONG,2024-02-13 13:00,"50,072.3",17.040267,-3316.04,-0.39%,3709.67,0.43%,-7179.06,-0.84%,-150070.64,-0.39%
70,Exit long,Close entry(s) order LONG,2024-02-14 11:30,"49,398.2",17.20665,49.9,0.01%,6679.62,0.79%,-1314.59,-0.15%,-150020.73,0.01%
70,Entry long,LONG,2024-02-14 04:00,"49,395.3",17.20665,49.9,0.01%,6679.62,0.79%,-1314.59,-0.15%,-150020.73,0.01%
71,Exit long,Close entry(s) order LONG,2024-02-15 14:00,"52,003.7",16.402501,3013.14,0.35%,12273.99,1.44%,-9879.23,-1.16%,-147007.6,0.35%
71,Entry long,LONG,2024-02-14 21:00,"51,820.0",16.402501,3013.14,0.35%,12273.99,1.44%,-9879.23,-1.16%,-147007.6,0.35%
72,Exit short,LONG,2024-02-18 03:00,"51,428.2",16.647619,-3164.71,-0.37%,9832.08,1.15%,-4067.01,-0.48%,-150172.31,-0.37%
72,Entry short,SHORT,2024-02-17 21:30,"51,238.1",16.647619,-3164.71,-0.37%,9832.08,1.15%,-4067.01,-0.48%,-150172.31,-0.37%
73,Exit long,Close entry(s) order LONG,2024-02-18 10:00,"51,306.7",16.524159,-2007.69,-0.24%,11249.65,1.32%,-4134.34,-0.49%,-152180,-0.24%
73,Entry long,LONG,2024-02-18 03:00,"51,428.2",16.524159,-2007.69,-0.24%,11249.65,1.32%,-4134.34,-0.49%,-152180,-0.24%
74,Exit long,SHORT,2024-02-20 16:30,"51,642.2",16.32231,-4901.59,-0.58%,2195.35,0.26%,-5836.86,-0.69%,-157081.6,-0.58%
74,Entry long,LONG,2024-02-20 12:30,"51,942.5",16.32231,-4901.59,-0.58%,2195.35,0.26%,-5836.86,-0.69%,-157081.6,-0.58%
75,Exit short,Close entry(s) order SHORT,2024-02-20 18:00,"52,157.2",16.322279,-8405.97,-1.00%,829.17,0.10%,-8592.05,-1.02%,-165487.56,-1.00%
75,Entry short,SHORT,2024-02-20 16:30,"51,642.2",16.322279,-8405.97,-1.00%,829.17,0.10%,-8592.05,-1.02%,-165487.56,-1.00%
76,Exit short,LONG,2024-02-22 05:00,"51,412.8",16.331894,-5157.61,-0.62%,9286.31,1.11%,-6059.13,-0.73%,-170645.17,-0.62%
76,Entry short,SHORT,2024-02-21 18:30,"51,097.0",16.331894,-5157.61,-0.62%,9286.31,1.11%,-6059.13,-0.73%,-170645.17,-0.62%
77,Exit long,Close entry(s) order LONG,2024-02-22 20:00,"51,558.8",16.131227,2355.16,0.28%,10730.49,1.29%,-3806.97,-0.46%,-168290.02,0.28%
77,Entry long,LONG,2024-02-22 05:00,"51,412.8",16.131227,2355.16,0.28%,10730.49,1.29%,-3806.97,-0.46%,-168290.02,0.28%
78,Exit long,Close entry(s) order LONG,2024-02-25 18:00,"51,608.8",16.347079,11943.18,1.44%,17517.53,2.11%,-361.27,-0.04%,-156346.84,1.44%
78,Entry long,LONG,2024-02-24 11:00,"50,878.2",16.347079,11943.18,1.44%,17517.53,2.11%,-361.27,-0.04%,-156346.84,1.44%
79,Exit long,SHORT,2024-02-29 17:30,"62,518.7",15.103695,100611.75,11.93%,127515.97,15.11%,-4068.94,-0.48%,-55735.08,11.93%
79,Entry long,LONG,2024-02-27 09:00,"55,857.3",15.103695,100611.75,11.93%,127515.97,15.11%,-4068.94,-0.48%,-55735.08,11.93%
80,Exit short,Close entry(s) order SHORT,2024-02-29 18:30,"63,077.6",15.103719,-8441.47,-0.89%,1767.14,0.19%,-9051.66,-0.96%,-64176.55,-0.89%
80,Entry short,SHORT,2024-02-29 17:30,"62,518.7",15.103719,-8441.47,-0.89%,1767.14,0.19%,-9051.66,-0.96%,-64176.55,-0.89%
81,Exit short,LONG,2024-02-29 21:30,"63,329.9",15.025126,-15716.28,-1.68%,317.03,0.03%,-15717.78,-1.68%,-79892.84,-1.68%
81,Entry short,SHORT,2024-02-29 20:30,"62,283.9",15.025126,-15716.28,-1.68%,317.03,0.03%,-15717.78,-1.68%,-79892.84,-1.68%
82,Exit long,Close entry(s) order LONG,2024-03-01 00:00,"62,235.5",14.528795,-15900.31,-1.73%,3922.77,0.43%,-25859.8,-2.81%,-95793.15,-1.73%
82,Entry long,LONG,2024-02-29 21:30,"63,329.9",14.528795,-15900.31,-1.73%,3922.77,0.43%,-25859.8,-2.81%,-95793.15,-1.73%
83,Exit long,Close entry(s) order LONG,2024-03-01 23:00,"61,335.4",14.675561,-4106.22,-0.45%,16653.83,1.84%,-6093.29,-0.67%,-99899.37,-0.45%
83,Entry long,LONG,2024-03-01 12:00,"61,615.2",14.675561,-4106.22,-0.45%,16653.83,1.84%,-6093.29,-0.67%,-99899.37,-0.45%
84,Exit long,SHORT,2024-03-05 15:00,"66,223.8",14.315943,47955.55,5.33%,85189.88,9.46%,-8231.67,-0.91%,-51943.82,5.33%
84,Entry long,LONG,2024-03-04 03:30,"62,874.0",14.315943,47955.55,5.33%,85189.88,9.46%,-8231.67,-0.91%,-51943.82,5.33%
85,Exit short,LONG,2024-03-05 18:00,"66,902.1",14.315943,-9710.5,-1.02%,8930.29,0.94%,-15267.95,-1.61%,-61654.33,-1.02%
85,Entry short,SHORT,2024-03-05 15:00,"66,223.8",14.315943,-9710.5,-1.02%,8930.29,0.94%,-15267.95,-1.61%,-61654.33,-1.02%
86,Exit long,SHORT,2024-03-06 00:30,"64,515.6",14.025653,-33472.22,-3.57%,34333.39,3.66%,-47715.27,-5.09%,-95126.55,-3.57%
86,Entry long,LONG,2024-03-05 18:00,"66,902.1",14.025653,-33472.22,-3.57%,34333.39,3.66%,-47715.27,-5.09%,-95126.55,-3.57%
